Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2052,USD,93.422194,7.7,96.986083,6.9
US900123AW05,05.02.2025,2372,USD,97.677944,7.85,101.259889,7.16
US900123CJ75,14.04.2026,2805,USD,81.584639,7.71,85.131861,7.03
US900123CK49,09.10.2026,2983,USD,83.951,7.84,87.505167,7.2
US900123CL22,25.03.2027,3150,USD,90.649333,7.87,94.216,7.28
US900123CP36,17.02.2028,3479,USD,85.456694,7.74,88.013639,7.33
US900123CQ19,24.10.2028,3729,USD,89.414458,7.91,92.982514,7.38
US900123AL40,15.01.2030,4177,USD,129.716667,7.97,133.848611,7.53
US900123AT75,14.02.2034,5668,USD,102.263889,8.19,106.102778,7.76
US900123AY60,17.03.2036,6430,USD,90.067806,8.25,93.894194,7.81
US900123BB58,05.03.2038,7148,USD,93.480389,8.25,97.560944,7.81
US900123BG46,30.05.2040,7965,USD,86.22375,8.25,90.29875,7.81
US900123BJ84,14.01.2041,8194,USD,78.285667,8.17,82.102333,7.74
US900123CB40,16.04.2043,9016,USD,70.957208,7.65,74.761375,7.22
US900123CG37,17.02.2045,9689,USD,85.835278,8.24,89.658889,7.85
US900123CM05,11.05.2047,10502,USD,75.504556,8.08,79.318444,7.67
XS1629918415,14.06.2025,2501,EUR,89.22763,5.25,92.913247,4.57
