KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,1261,USD,103.545361,6.2,105.520917,5.6
US900123CF53,22.03.2024,1351,USD,100.702,6.06,102.000889,5.68
US900123CV04,10.08.2024,1492,USD,102.796833,6.31,104.710389,5.79
US900123CW86,14.11.2024,1588,USD,98.052111,6.35,99.957333,5.86
US900123AW05,05.02.2025,1671,USD,106.942347,6.41,109.051292,5.91
US900123CX69,13.03.2025,1707,USD,93.721417,6.25,95.892639,5.7
US900123CJ75,14.04.2026,2104,USD,90.944278,6.36,93.1025,5.9
US900123CK49,09.10.2026,2282,USD,92.567292,6.59,94.736458,6.15
US900123CL22,25.03.2027,2449,USD,98.068,6.69,100.280667,6.28
US900123CP36,17.02.2028,2778,USD,92.626764,6.72,94.839708,6.34
US900123CQ19,24.10.2028,3028,USD,96.826056,6.84,99.094111,6.48
US900123CT57,26.04.2029,3212,USD,104.980361,7.09,107.119083,6.79
US900123AL40,15.01.2030,3476,USD,138.640569,7.07,142.151514,6.66
US900123CY43,13.03.2030,3533,USD,90.10875,6.98,92.543083,6.62
US900123AT75,14.02.2034,4967,USD,108.992444,7.32,111.878333,7.01
US900123AY60,17.03.2036,5729,USD,97.573986,7.37,100.384375,7.07
US900123BB58,05.03.2038,6447,USD,100.780361,7.43,103.670917,7.14
US900123BG46,30.05.2040,7264,USD,93.154,7.49,96.044,7.21
US900123BJ84,14.01.2041,7493,USD,87.919333,7.44,90.449,7.18
US900123CB40,16.04.2043,8315,USD,76.5445,7.06,78.996667,6.81
US900123CG37,17.02.2045,8988,USD,91.655597,7.62,94.267208,7.37
US900123CM05,11.05.2047,9801,USD,80.615361,7.52,83.08625,7.28
XS1843443356,31.03.2025,1725,EUR,99.740795,4.99,102.331479,4.38
XS1629918415,14.06.2025,1800,EUR,92.645507,5.02,95.248123,4.41
XS1909184753,16.02.2026,2047,EUR,101.266109,5.36,103.93794,4.81
