Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2832,USD,109.405556,4.51,112.953472,4.01
US900123AW05,05.02.2025,3152,USD,122.015625,4.64,125.577083,4.2
US900123CJ75,14.04.2026,3585,USD,98.779167,4.5,102.314583,4.06
US900123CK49,09.10.2026,3763,USD,103.117708,4.66,106.658333,4.24
US900123AL40,15.01.2030,4957,USD,174.362847,4.85,178.211806,4.59
US900123AT75,14.02.2034,6448,USD,132.3,5.39,136.116667,5.12
US900123AY60,17.03.2036,7210,USD,118.026042,5.51,121.833333,5.24
US900123BB58,05.03.2038,7928,USD,124.114583,5.5,127.925,5.25
US900123BG46,30.05.2040,8745,USD,116.125,5.55,119.93125,5.3
US900123BJ84,14.01.2041,8974,USD,108.6,5.55,112.4,5.29
US900123CB40,16.04.2043,9796,USD,92.616667,5.46,96.157292,5.21
US900123CG37,17.02.2045,10469,USD,117.513542,5.55,121.06875,5.34
