Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CW86,14.11.2024,34,USD,101.933667,9.27,103.014444,0.00
US900123AW05,05.02.2025,117,USD,101.709083,6.14,102.882514,2.58
US900123CX69,13.03.2025,153,USD,99.545556,6.14,100.671583,3.54
US900123CZ18,14.10.2025,368,USD,104.242375,5.23,0.000000,0.00
US900123DB31,26.01.2026,472,USD,100.261583,5.33,101.587556,4.31
US900123CJ75,14.04.2026,550,USD,100.296583,5.50,0.000000,0.00
US900123CK49,09.10.2026,728,USD,98.765083,5.55,100.326792,4.75
US900123CL22,25.03.2027,895,USD,101.068667,5.64,102.693000,4.97
USM88269US88,24.09.2027,1078,USD,108.089111,5.73,109.722556,5.18
US900123DF45,15.01.2028,1191,USD,114.154028,5.84,115.708181,5.38
US900123CP36,17.02.2028,1224,USD,98.435750,5.90,100.109931,5.36
US900123CQ19,24.10.2028,1474,USD,103.349319,5.98,105.054389,5.53
US900123DH01,14.03.2029,1615,USD,112.301125,6.33,113.958333,5.95
US900123CT57,26.04.2029,1658,USD,108.239792,6.40,109.923694,6.01
US900123AL40,15.01.2030,1922,USD,129.459806,5.91,131.621736,5.51
US900123CY43,13.03.2030,1979,USD,94.653333,6.53,96.563250,6.11
US900123DJ66,13.07.2030,2101,USD,113.980556,6.63,115.844292,6.29
US900123DA57,15.01.2031,2287,USD,97.044389,6.82,98.832028,6.47
US900123DC14,26.06.2031,2449,USD,96.403542,6.87,98.325139,6.52
US900123DL13,17.07.2032,2836,USD,102.257500,7.02,103.966458,6.75
US900123DG28,19.01.2033,3022,USD,116.622417,7.03,118.595625,6.76
US900123DD96,20.09.2033,3266,USD,96.846167,7.04,98.789444,6.75
US900123AT75,14.02.2034,3413,USD,109.094667,6.85,111.145778,6.58
US900123DK30,15.05.2034,3503,USD,106.635361,7.11,108.446264,6.87
US900123DN78,03.01.2035,3736,USD,95.532444,7.14,97.259722,6.91
US900123AY60,17.03.2036,4175,USD,97.501333,7.26,99.315819,7.03
US900123BB58,05.03.2038,4893,USD,101.132000,7.20,103.415694,6.95
US900123BG46,30.05.2040,5710,USD,95.163250,7.55,97.250000,7.32
US900123BJ84,14.01.2041,5939,USD,86.222000,7.65,88.171333,7.43
US900123CB40,16.04.2043,6761,USD,74.389792,7.74,76.242500,7.52
US900123CG37,17.02.2045,7434,USD,88.536750,7.86,90.420764,7.67
US900123CM05,11.05.2047,8247,USD,79.970833,7.89,81.790694,7.70
XS1843443356,31.03.2025,171,EUR,102.175219,5.12,103.846904,1.64
XS1629918415,14.06.2025,246,EUR,100.256589,4.43,102.007205,1.84
XS1909184753,16.02.2026,493,EUR,104.779421,4.10,106.796251,2.60
XS2361850527,08.07.2027,1000,EUR,101.715699,4.14,103.763644,3.37
XS2790222116,21.05.2030,2048,EUR,106.430562,5.20,108.290945,4.83
