Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3292,USD,111.311111,4.59,112.015972,4.14
US900123AW05,05.02.2025,3612,USD,122.130903,4.67,125.733333,4.27
US900123AL40,15.01.2030,5417,USD,174.828125,4.91,178.743056,4.66
US900123AT75,14.02.2034,6908,USD,134.005556,5.21,137.866667,4.96
US900123AY60,17.03.2036,7670,USD,120.519097,5.25,124.364583,5.0
US900123BB58,05.03.2038,8388,USD,126.511806,5.27,130.3625,5.03
US900123BG46,30.05.2040,9205,USD,121.775,5.32,125.61875,5.08
US900123BJ84,14.01.2041,9434,USD,111.066667,5.29,114.9,5.04
US900123CB40,16.04.2043,10256,USD,97.558333,5.18,101.376042,4.92
US900123CG37,17.02.2045,10929,USD,120.070486,5.32,123.9125,5.1
