KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CF53,22.03.2024,1372,USD,101.314583,5.77,103.478472,5.15
US900123CV04,10.08.2024,1513,USD,103.475417,6.02,106.245972,5.28
US900123CW86,14.11.2024,1609,USD,99.119444,5.97,101.881667,5.27
US900123AW05,05.02.2025,1692,USD,107.970139,6.06,110.452083,5.48
US900123CX69,13.03.2025,1728,USD,94.3375,6.0,97.284722,5.28
US900123CJ75,14.04.2026,2125,USD,91.617361,6.14,94.564583,5.52
US900123CK49,09.10.2026,2303,USD,93.672917,6.29,96.627083,5.71
US900123CL22,25.03.2027,2470,USD,98.875,6.46,101.841667,5.93
US900123CP36,17.02.2028,2799,USD,93.586806,6.49,96.54375,5.99
US900123CQ19,24.10.2028,3049,USD,98.160764,6.56,101.128819,6.1
US900123CT57,26.04.2029,3233,USD,106.722569,6.77,109.707292,6.35
US900123AL40,15.01.2030,3497,USD,140.579861,6.77,144.811806,6.3
US900123CY43,13.03.2030,3554,USD,91.8375,6.66,94.995833,6.2
US900123AT75,14.02.2034,4988,USD,110.277778,7.13,113.466667,6.79
US900123AY60,17.03.2036,5750,USD,98.756944,7.19,101.933333,6.86
US900123BB58,05.03.2038,6468,USD,102.344444,7.22,105.525,6.92
US900123BG46,30.05.2040,7285,USD,94.85625,7.28,98.03125,6.97
US900123BJ84,14.01.2041,7514,USD,89.833333,7.2,93.0,6.88
US900123CB40,16.04.2043,8336,USD,78.353125,6.83,81.507292,6.52
US900123CG37,17.02.2045,9009,USD,94.245139,7.33,97.41875,7.05
US900123CM05,11.05.2047,9822,USD,82.981944,7.25,86.145833,6.95
XS1843443356,31.03.2025,1746,EUR,99.638699,4.95,103.789384,3.98
XS1629918415,14.06.2025,1821,EUR,92.544521,4.99,96.680137,4.02
XS1909184753,16.02.2026,2068,EUR,101.761749,5.19,105.918579,4.36
