Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,40,USD,101.859083,11.93,103.330361,0.00
US900123CW86,14.11.2024,136,USD,99.821111,8.08,101.322222,4.01
US900123AW05,05.02.2025,219,USD,102.833972,7.63,104.434944,4.92
US900123CX69,13.03.2025,255,USD,99.035000,7.58,100.615611,5.25
US900123CZ18,14.10.2025,470,USD,100.490542,7.09,102.128958,5.77
US900123DB31,26.01.2026,574,USD,98.727139,7.02,100.446528,5.85
US900123CJ75,14.04.2026,652,USD,96.469028,6.93,98.192639,5.89
US900123CK49,09.10.2026,830,USD,96.957417,6.88,98.694500,6.04
US900123CL22,25.03.2027,997,USD,99.468000,6.86,101.215333,6.16
USM88269US88,24.09.2027,1180,USD,107.177222,6.89,108.945000,6.31
US900123DF45,15.01.2028,1293,USD,113.755472,6.90,115.475333,6.39
US900123CP36,17.02.2028,1326,USD,96.290639,6.90,98.049111,6.34
US900123CQ19,24.10.2028,1576,USD,98.041931,6.97,99.648958,6.53
US900123DH01,14.03.2029,1717,USD,110.988458,7.28,112.753542,6.87
US900123CT57,26.04.2029,1760,USD,102.933736,7.23,104.712097,6.81
US900123AL40,15.01.2030,2024,USD,129.585694,6.61,132.064667,6.15
US900123CY43,13.03.2030,2081,USD,92.247000,7.28,94.196167,6.84
US900123DJ66,13.07.2030,2203,USD,112.548333,7.40,114.336028,7.05
US900123DA57,15.01.2031,2389,USD,95.033611,7.46,96.813667,7.11
US900123DC14,26.06.2031,2551,USD,91.509597,7.47,93.299236,7.13
US900123DG28,19.01.2033,3124,USD,115.311750,7.59,117.120833,7.32
US900123DD96,20.09.2033,3368,USD,95.108611,7.52,96.997722,7.23
US900123AT75,14.02.2034,3515,USD,107.452444,7.35,109.396889,7.08
US900123DK30,15.05.2034,3605,USD,100.904306,7.63,102.604667,7.39
US900123AY60,17.03.2036,4277,USD,95.726111,7.69,97.684306,7.43
US900123BB58,05.03.2038,4995,USD,99.181111,7.62,101.311389,7.37
US900123BG46,30.05.2040,5812,USD,90.226250,7.90,92.356750,7.66
US900123BJ84,14.01.2041,6041,USD,84.865333,7.97,86.841667,7.73
US900123CB40,16.04.2043,6863,USD,70.933625,7.99,72.780708,7.76
US900123CG37,17.02.2045,7536,USD,87.827972,8.09,89.777778,7.88
US900123CM05,11.05.2047,8349,USD,76.673611,8.08,78.522556,7.87
XS1843443356,31.03.2025,273,EUR,100.592753,5.36,102.323096,3.03
XS1629918415,14.06.2025,348,EUR,98.428370,5.14,100.181178,3.23
XS1909184753,16.02.2026,595,EUR,102.167240,5.03,103.977656,3.88
XS2361850527,08.07.2027,1102,EUR,102.783325,4.92,104.603232,4.27
XS2790222116,21.05.2030,2150,EUR,101.001781,5.99,102.663973,5.66
