Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CR91,23.12.2023,25,USD,102.405528,17.15,104.061806,0.00
US900123CF53,22.03.2024,115,USD,100.123167,8.68,102.010111,2.73
US900123CV04,10.08.2024,256,USD,101.162000,7.44,103.092278,4.63
US900123CW86,14.11.2024,352,USD,98.627778,7.34,100.651889,5.16
US900123AW05,05.02.2025,435,USD,102.418931,7.27,104.460903,5.50
US900123CX69,13.03.2025,471,USD,96.885417,7.55,98.918028,5.87
US900123CZ18,14.10.2025,686,USD,98.633167,7.62,100.624583,6.48
US900123DB31,26.01.2026,790,USD,95.985722,7.62,98.012111,6.58
US900123CJ75,14.04.2026,868,USD,93.227444,7.66,95.243056,6.70
US900123CK49,09.10.2026,1046,USD,93.568542,7.68,95.604625,6.86
US900123CL22,25.03.2027,1213,USD,95.945000,7.77,98.013333,7.05
USM88269US88,24.09.2027,1396,USD,104.107889,7.80,106.177667,7.19
US900123DF45,15.01.2028,1509,USD,110.006264,8.03,112.031125,7.49
US900123CP36,17.02.2028,1542,USD,91.988847,7.79,94.032319,7.20
US900123CQ19,24.10.2028,1792,USD,93.499472,7.89,95.556500,7.37
US900123DH01,14.03.2029,1933,USD,106.593083,8.26,108.649167,7.81
US900123CT57,26.04.2029,1976,USD,98.366778,8.16,100.523139,7.67
US900123AL40,15.01.2030,2240,USD,122.813153,8.01,125.491125,7.52
US900123CY43,13.03.2030,2297,USD,86.566750,8.25,88.718917,7.78
US900123DJ66,13.07.2030,2419,USD,106.922875,8.42,108.978569,8.03
US900123DA57,15.01.2031,2605,USD,89.532194,8.34,91.684250,7.91
US900123DC14,26.06.2031,2767,USD,88.883556,8.33,90.998194,7.93
US900123DG28,19.01.2033,3340,USD,108.259375,8.59,110.329458,8.28
US900123DD96,20.09.2033,3584,USD,88.951778,8.36,91.214889,8.00
US900123AT75,14.02.2034,3731,USD,100.106111,8.32,102.366556,8.00
US900123AY60,17.03.2036,4493,USD,88.265903,8.62,90.615097,8.29
US900123BB58,05.03.2038,5211,USD,90.707528,8.60,93.054806,8.29
US900123BG46,30.05.2040,6028,USD,86.131500,8.74,88.459000,8.44
US900123BJ84,14.01.2041,6257,USD,77.868333,8.77,80.287667,8.45
US900123CB40,16.04.2043,7079,USD,64.973750,8.71,67.044833,8.41
US900123CG37,17.02.2045,7752,USD,80.318681,8.90,82.563486,8.62
US900123CM05,11.05.2047,8565,USD,69.790528,8.86,71.897472,8.58
XS1843443356,31.03.2025,489,EUR,102.231060,5.26,104.146333,3.78
XS1629918415,14.06.2025,564,EUR,98.495924,5.30,100.478683,3.94
XS1909184753,16.02.2026,811,EUR,103.141274,5.64,105.152767,4.67
XS2361850527,08.07.2027,1318,EUR,96.975358,5.86,99.017265,5.21
