Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123AW05,05.02.2025,50,USD,102.552167,8.30,103.755139,0.00
US900123CX69,13.03.2025,86,USD,100.512722,6.71,101.773333,1.48
US900123CZ18,14.10.2025,301,USD,101.810625,5.49,103.106042,3.92
US900123DB31,26.01.2026,405,USD,101.015417,5.54,102.264806,4.39
US900123CJ75,14.04.2026,483,USD,98.920750,5.69,100.214361,4.68
US900123CK49,09.10.2026,661,USD,99.457833,5.73,100.922917,4.89
US900123CL22,25.03.2027,828,USD,101.784667,5.80,103.225000,5.13
USM88269US88,24.09.2027,1011,USD,108.795778,5.89,110.385556,5.30
US900123DF45,15.01.2028,1124,USD,115.114444,5.93,116.704306,5.41
US900123CP36,17.02.2028,1157,USD,99.063333,6.05,100.646806,5.50
US900123CQ19,24.10.2028,1407,USD,100.964736,6.10,102.567764,5.64
US900123DH01,14.03.2029,1548,USD,113.313875,6.40,114.923958,6.00
US900123CT57,26.04.2029,1591,USD,105.462208,6.45,107.030569,6.06
US900123AL40,15.01.2030,1855,USD,130.466889,5.99,132.891861,5.51
US900123CY43,13.03.2030,1912,USD,95.398833,6.61,97.120000,6.22
US900123DJ66,13.07.2030,2034,USD,115.141472,6.67,116.922167,6.32
US900123DA57,15.01.2031,2220,USD,98.194222,6.83,100.053278,6.45
US900123DC14,26.06.2031,2382,USD,97.407625,6.91,99.232264,6.56
US900123DL13,17.07.2032,2769,USD,103.308750,7.06,104.955333,6.79
US900123DG28,19.01.2033,2955,USD,117.441167,7.13,119.246250,6.87
US900123DD96,20.09.2033,3199,USD,97.615833,7.11,99.459944,6.83
US900123AT75,14.02.2034,3346,USD,109.573333,6.97,111.467778,6.71
US900123DK30,15.05.2034,3436,USD,103.495778,7.21,105.278139,6.96
US900123DN78,03.01.2035,3669,USD,96.148111,7.24,97.840222,7.00
US900123AY60,17.03.2036,4108,USD,98.621750,7.28,100.503944,7.04
US900123BB58,05.03.2038,4826,USD,103.268167,7.11,105.492444,6.85
US900123BG46,30.05.2040,5643,USD,92.216750,7.65,94.238250,7.42
US900123BJ84,14.01.2041,5872,USD,86.295000,7.79,88.188333,7.56
US900123CB40,16.04.2043,6694,USD,72.074042,7.86,73.921125,7.63
US900123CG37,17.02.2045,7367,USD,88.216333,8.04,90.122139,7.83
US900123CM05,11.05.2047,8180,USD,76.853000,8.05,78.618944,7.85
XS1843443356,31.03.2025,104,EUR,103.147192,5.03,104.834534,0.00
XS1629918415,14.06.2025,179,EUR,101.189164,4.15,102.896973,0.71
XS1909184753,16.02.2026,426,EUR,106.153333,3.57,108.218749,1.81
XS2361850527,08.07.2027,933,EUR,103.756781,3.61,105.808753,2.79
XS2790222116,21.05.2030,1981,EUR,110.068986,4.65,111.859178,4.29
