Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CR91,23.12.2023,52,USD,101.913778,11.62,103.669056,0.00
US900123CF53,22.03.2024,142,USD,99.416917,8.88,101.305861,4.01
US900123CV04,10.08.2024,283,USD,100.268750,7.90,102.209028,5.33
US900123CW86,14.11.2024,379,USD,100.263778,7.99,102.296889,5.93
US900123AW05,05.02.2025,462,USD,101.184806,7.85,103.233778,6.16
US900123CX69,13.03.2025,498,USD,95.442667,8.29,97.480278,6.67
US900123CZ18,14.10.2025,713,USD,96.901042,8.29,98.864458,7.20
US900123DB31,26.01.2026,817,USD,94.062472,8.34,96.088861,7.31
US900123CJ75,14.04.2026,895,USD,91.174694,8.40,93.208306,7.44
US900123CK49,09.10.2026,1073,USD,91.393917,8.35,93.431000,7.54
US900123CL22,25.03.2027,1240,USD,93.571000,8.42,95.637333,7.70
USM88269US88,24.09.2027,1423,USD,101.102889,8.53,103.232667,7.90
US900123DF45,15.01.2028,1536,USD,106.823639,8.74,108.848500,8.18
US900123CP36,17.02.2028,1569,USD,88.928472,8.55,90.966944,7.95
US900123CQ19,24.10.2028,1819,USD,89.919097,8.69,91.968125,8.16
US900123DH01,14.03.2029,1960,USD,102.433958,9.08,104.484042,8.61
US900123CT57,26.04.2029,2003,USD,94.541903,8.93,96.662264,8.43
US900123AL40,15.01.2030,2267,USD,117.362528,8.91,119.988500,8.41
US900123CY43,13.03.2030,2324,USD,82.489000,9.08,84.600167,8.59
US900123DJ66,13.07.2030,2446,USD,102.026500,9.26,104.077194,8.86
US900123DA57,15.01.2031,2632,USD,85.134944,9.15,87.245000,8.71
US900123DC14,26.06.2031,2794,USD,84.374931,9.13,86.477569,8.71
US900123DG28,19.01.2033,3367,USD,102.312250,9.43,104.387333,9.10
US900123DD96,20.09.2033,3611,USD,83.926278,9.11,86.127389,8.74
US900123AT75,14.02.2034,3758,USD,94.360111,9.11,96.574556,8.77
US900123AY60,17.03.2036,4520,USD,82.566278,9.40,84.884472,9.05
US900123BB58,05.03.2038,5238,USD,84.917778,9.32,87.211056,9.00
US900123BG46,30.05.2040,6055,USD,79.632250,9.57,81.904750,9.25
US900123BJ84,14.01.2041,6284,USD,72.293333,9.51,74.661667,9.17
US900123CB40,16.04.2043,7106,USD,60.326125,9.37,62.504208,9.02
US900123CG37,17.02.2045,7779,USD,74.481806,9.61,76.708611,9.31
US900123CM05,11.05.2047,8592,USD,67.250278,9.57,69.460222,9.24
XS1843443356,31.03.2025,516,EUR,101.167872,5.77,103.182145,4.28
XS1629918415,14.06.2025,591,EUR,97.523169,5.71,99.635929,4.30
XS1909184753,16.02.2026,838,EUR,101.473616,6.24,103.489110,5.29
XS2361850527,08.07.2027,1345,EUR,94.479612,6.54,96.645519,5.84
