KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,520,USD,97.816889,9.35,101.157444,6.86
US900123CF53,22.03.2024,610,USD,94.193694,10.91,97.277583,8.84
US900123CV04,10.08.2024,751,USD,94.474861,11.01,97.575417,9.28
US900123CW86,14.11.2024,847,USD,90.022222,11.12,93.124444,9.53
US900123AW05,05.02.2025,930,USD,95.330694,11.11,98.457639,9.66
US900123CX69,13.03.2025,966,USD,86.519111,10.92,89.626333,9.47
US900123CZ18,14.10.2025,1181,USD,89.220708,11.07,92.341542,9.86
US900123DB31,26.01.2026,1285,USD,84.179028,11.12,87.266806,9.96
US900123CJ75,14.04.2026,1363,USD,81.045139,10.95,84.177361,9.82
US900123CK49,09.10.2026,1541,USD,81.02925,11.04,84.008417,10.05
US900123CL22,25.03.2027,1708,USD,83.638333,11.12,86.665,10.21
USM88269US88,24.09.2027,1891,USD,93.85,10.9,96.750556,10.15
US900123CP36,17.02.2028,2037,USD,77.840361,11.1,80.967306,10.24
US900123CQ19,24.10.2028,2287,USD,79.225208,11.16,82.358264,10.37
US900123CT57,26.04.2029,2471,USD,85.103347,11.21,88.293069,10.48
US900123AL40,15.01.2030,2735,USD,103.547917,11.2,107.979861,10.38
US900123CY43,13.03.2030,2792,USD,72.239667,11.1,75.413,10.36
US900123DA57,15.01.2031,3100,USD,71.679167,11.23,74.805278,10.55
US900123DD96,20.09.2033,4079,USD,72.484722,11.23,75.636944,10.63
US900123AT75,14.02.2034,4226,USD,85.838889,10.69,89.042778,10.17
US900123AY60,17.03.2036,4988,USD,73.821056,10.95,77.057444,10.4
US900123BB58,05.03.2038,5706,USD,76.273889,10.79,79.484444,10.28
US900123BG46,30.05.2040,6523,USD,68.96625,10.83,72.26125,10.3
US900123BJ84,14.01.2041,6752,USD,62.616667,10.69,65.788333,10.16
US900123CB40,16.04.2043,7574,USD,58.821458,9.65,61.940625,9.15
US900123CG37,17.02.2045,8247,USD,68.354028,10.7,72.037639,10.13
US900123CM05,11.05.2047,9060,USD,60.743056,10.27,63.876944,9.77
XS1843443356,31.03.2025,984,EUR,92.614178,8.4,95.779863,7.01
XS1629918415,14.06.2025,1059,EUR,87.207452,8.55,90.873068,6.99
XS1909184753,16.02.2026,1306,EUR,92.018219,8.61,95.240205,7.5
XS2361850527,08.07.2027,1813,EUR,82.010822,9.07,85.208767,8.17
