Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2772,USD,110.097917,4.53,113.427778,4.05
US900123AW05,05.02.2025,3092,USD,119.536806,4.6,123.139236,4.15
US900123CJ75,14.04.2026,3525,USD,98.475694,4.64,102.034722,4.19
US900123CK49,09.10.2026,3703,USD,103.916667,4.66,107.484375,4.23
US900123AL40,15.01.2030,4897,USD,170.371528,4.81,174.036458,4.56
US900123AT75,14.02.2034,6388,USD,131.361111,5.25,135.222222,4.98
US900123AY60,17.03.2036,7150,USD,121.152778,5.36,124.998264,5.09
US900123BB58,05.03.2038,7868,USD,127.302778,5.36,131.153472,5.11
US900123BG46,30.05.2040,8685,USD,119.73125,5.38,123.575,5.14
US900123BJ84,14.01.2041,8914,USD,108.833333,5.39,112.666667,5.13
US900123CB40,16.04.2043,9736,USD,96.165625,5.26,99.733333,5.01
US900123CG37,17.02.2045,10409,USD,118.536806,5.35,122.128819,5.14
