Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3320,USD,112.581944,4.37,116.161806,3.93
US900123AW05,05.02.2025,3640,USD,123.266319,4.49,127.118750,4.08
US900123AL40,15.01.2030,5445,USD,176.588542,4.75,180.753472,4.49
US900123AT75,14.02.2034,6936,USD,136.088889,5.03,139.950000,4.79
US900123AY60,17.03.2036,7698,USD,125.883681,5.08,129.729167,4.84
US900123BB58,05.03.2038,8416,USD,132.282639,5.10,136.133333,4.87
US900123BG46,30.05.2040,9233,USD,124.212500,5.13,128.056250,4.91
US900123BJ84,14.01.2041,9462,USD,113.316667,5.11,117.150000,4.87
US900123CB40,16.04.2043,10284,USD,99.402083,5.02,103.219792,4.78
US900123CG37,17.02.2045,10957,USD,123.018403,5.12,126.860417,4.91
