Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2065,USD,95.766528,7.11,99.314444,6.33
US900123AW05,05.02.2025,2385,USD,104.352611,7.21,107.914069,6.55
US900123CJ75,14.04.2026,2818,USD,83.893972,7.22,87.429389,6.56
US900123CK49,09.10.2026,2996,USD,86.6865,7.3,90.227125,6.68
US900123CL22,25.03.2027,3163,USD,93.309333,7.38,96.859333,6.81
US900123CP36,17.02.2028,3492,USD,88.516861,7.2,91.059569,6.81
US900123CQ19,24.10.2028,3742,USD,92.407292,7.42,95.958333,6.91
US900123AL40,15.01.2030,4190,USD,133.894833,7.47,137.993792,7.05
US900123AT75,14.02.2034,5681,USD,106.356222,7.69,110.422889,7.27
US900123AY60,17.03.2036,6443,USD,94.239639,7.74,98.046931,7.33
US900123BB58,05.03.2038,7161,USD,97.986722,7.74,102.047139,7.33
US900123BG46,30.05.2040,7978,USD,90.75675,7.73,94.813,7.33
US900123BJ84,14.01.2041,8207,USD,82.806667,7.63,86.606667,7.24
US900123CB40,16.04.2043,9029,USD,73.293708,7.35,77.084333,6.95
US900123CG37,17.02.2045,9702,USD,89.761444,7.81,93.566653,7.44
US900123CM05,11.05.2047,10515,USD,79.098889,7.66,82.896806,7.28
