Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1412,USD,109.796528,4.72,112.261806,4.07
US900123CF53,22.03.2024,1502,USD,105.804167,4.77,107.386111,4.37
US900123CV04,10.08.2024,1643,USD,105.725,4.92,107.060278,4.6
US900123CW86,14.11.2024,1739,USD,103.937778,4.98,105.268889,4.67
US900123AW05,05.02.2025,1822,USD,110.402431,5.01,111.843403,4.71
US900123CJ75,14.04.2026,2255,USD,96.169444,5.25,97.593056,4.97
US900123CK49,09.10.2026,2433,USD,98.688542,5.41,100.240625,5.13
US900123CL22,25.03.2027,2600,USD,104.875,5.55,106.408333,5.3
US900123CP36,17.02.2028,2929,USD,99.462847,5.59,101.116319,5.34
US900123CQ19,24.10.2028,3179,USD,104.803472,5.68,106.3375,5.47
US900123CT57,26.04.2029,3363,USD,114.202778,5.91,115.746139,5.72
US900123AL40,15.01.2030,3627,USD,145.324653,5.89,147.140625,5.71
US900123AT75,14.02.2034,5118,USD,120.911111,6.17,122.705556,6.0
US900123AY60,17.03.2036,5880,USD,109.480903,6.21,111.269097,6.04
US900123BB58,05.03.2038,6598,USD,113.121528,6.31,114.911806,6.16
US900123BG46,30.05.2040,7415,USD,105.3125,6.39,107.1,6.25
US900123BJ84,14.01.2041,7644,USD,96.433333,6.35,98.216667,6.19
US900123CB40,16.04.2043,8466,USD,86.29375,6.11,87.945833,5.97
US900123CG37,17.02.2045,9139,USD,104.933681,6.48,106.720486,6.34
US900123CM05,11.05.2047,9952,USD,92.921528,6.41,94.453472,6.29
XS1843443356,31.03.2025,1876,EUR,111.493169,3.02,113.268443,2.67
XS1629918415,14.06.2025,1951,EUR,102.890027,3.09,104.657787,2.74
XS1909184753,16.02.2026,2198,EUR,114.364521,3.47,116.143014,3.16
