Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,44,USD,101.801528,11.30,103.295083,0.00
US900123CW86,14.11.2024,140,USD,99.803889,7.89,101.236111,4.18
US900123AW05,05.02.2025,223,USD,102.537028,8.00,104.265972,5.16
US900123CX69,13.03.2025,259,USD,98.917778,7.63,100.563000,5.29
US900123CZ18,14.10.2025,474,USD,100.377708,7.11,102.054542,5.80
US900123DB31,26.01.2026,578,USD,98.602361,7.05,100.431139,5.84
US900123CJ75,14.04.2026,656,USD,96.369806,6.95,98.200028,5.87
US900123CK49,09.10.2026,834,USD,96.824250,6.91,98.588417,6.08
US900123CL22,25.03.2027,1001,USD,99.411333,6.86,101.195000,6.16
USM88269US88,24.09.2027,1184,USD,106.988667,6.93,108.849222,6.33
US900123DF45,15.01.2028,1297,USD,113.551750,6.93,115.371472,6.41
US900123CP36,17.02.2028,1330,USD,96.193694,6.91,98.022639,6.34
US900123CQ19,24.10.2028,1580,USD,97.896875,6.98,99.829931,6.47
US900123DH01,14.03.2029,1721,USD,110.737292,7.32,112.596458,6.89
US900123CT57,26.04.2029,1764,USD,102.709014,7.27,104.696736,6.80
US900123AL40,15.01.2030,2028,USD,129.366750,6.63,132.206694,6.11
US900123CY43,13.03.2030,2085,USD,92.326667,7.24,94.263000,6.82
US900123DJ66,13.07.2030,2207,USD,112.416944,7.40,114.300333,7.05
US900123DA57,15.01.2031,2393,USD,94.883500,7.48,96.779611,7.11
US900123DC14,26.06.2031,2555,USD,91.453319,7.47,93.358597,7.11
US900123DG28,19.01.2033,3128,USD,115.169583,7.59,117.116750,7.32
US900123DD96,20.09.2033,3372,USD,95.102389,7.51,96.986611,7.23
US900123AT75,14.02.2034,3519,USD,107.475556,7.34,109.467444,7.07
US900123DK30,15.05.2034,3609,USD,100.970583,7.61,102.757306,7.37
US900123AY60,17.03.2036,4281,USD,95.761722,7.68,97.761111,7.42
US900123BB58,05.03.2038,4999,USD,98.940556,7.64,101.194111,7.38
US900123BG46,30.05.2040,5816,USD,90.391250,7.87,92.642250,7.62
US900123BJ84,14.01.2041,6045,USD,85.027667,7.94,86.913333,7.71
US900123CB40,16.04.2043,6867,USD,71.063458,7.97,72.895625,7.74
US900123CG37,17.02.2045,7540,USD,87.897361,8.08,89.883972,7.87
US900123CM05,11.05.2047,8353,USD,76.812722,8.05,78.655611,7.85
XS1843443356,31.03.2025,277,EUR,100.545068,5.35,102.303753,3.03
XS1629918415,14.06.2025,352,EUR,98.326753,5.19,100.100370,3.30
XS1909184753,16.02.2026,599,EUR,101.937410,5.14,103.856240,3.94
XS2361850527,08.07.2027,1106,EUR,102.833511,4.89,104.719325,4.22
XS2790222116,21.05.2030,2154,EUR,100.926397,6.00,102.703781,5.65
