Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1481,USD,110.122222,5.33,111.862500,4.88
US900123CF53,22.03.2024,1571,USD,101.784028,5.58,103.640972,5.10
US900123CV04,10.08.2024,1712,USD,105.422361,5.63,107.157639,5.23
US900123CW86,14.11.2024,1808,USD,99.970556,5.68,101.401667,5.35
US900123AW05,05.02.2025,1891,USD,109.567361,5.75,111.308333,5.39
US900123CJ75,14.04.2026,2324,USD,91.603472,5.96,93.327083,5.63
US900123CK49,09.10.2026,2502,USD,94.131250,6.07,96.108333,5.70
US900123CL22,25.03.2027,2669,USD,99.908333,6.21,101.641667,5.92
US900123CP36,17.02.2028,2998,USD,94.409028,6.24,96.262500,5.95
US900123CQ19,24.10.2028,3248,USD,99.313542,6.32,101.297569,6.04
US900123CT57,26.04.2029,3432,USD,108.208681,6.55,110.152042,6.29
US900123AL40,15.01.2030,3696,USD,143.852083,6.51,146.068056,6.27
US900123AT75,14.02.2034,5187,USD,112.847222,6.84,115.041667,6.62
US900123AY60,17.03.2036,5949,USD,100.751389,6.95,102.939583,6.73
US900123BB58,05.03.2038,6667,USD,104.197222,7.01,106.387500,6.81
US900123BG46,30.05.2040,7484,USD,96.606250,7.07,98.793750,6.87
US900123BJ84,14.01.2041,7713,USD,90.616667,7.07,92.800000,6.86
US900123CB40,16.04.2043,8535,USD,78.686458,6.76,80.863542,6.54
US900123CG37,17.02.2045,9208,USD,96.250694,7.11,98.437500,6.92
US900123CM05,11.05.2047,10021,USD,85.026389,7.02,87.208333,6.82
XS1843443356,31.03.2025,1945,EUR,107.271243,3.75,109.246516,3.35
XS1629918415,14.06.2025,2020,EUR,98.927322,3.78,100.895082,3.38
XS1909184753,16.02.2026,2267,EUR,110.031507,4.10,112.010000,3.75
