Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1397,USD,109.098611,4.97,110.438889,4.61
US900123CF53,22.03.2024,1487,USD,105.043750,5.04,106.625694,4.62
US900123CV04,10.08.2024,1628,USD,104.739583,5.21,106.074861,4.89
US900123CW86,14.11.2024,1724,USD,103.171111,5.21,104.502222,4.90
US900123AW05,05.02.2025,1807,USD,109.209722,5.33,110.650694,5.02
US900123CX69,13.03.2025,1843,USD,0.000000,0.00,0.000000,0.00
US900123CJ75,14.04.2026,2240,USD,96.096528,5.30,97.520139,5.02
US900123CK49,09.10.2026,2418,USD,98.391667,5.50,99.943750,5.22
US900123CL22,25.03.2027,2585,USD,104.250000,5.70,105.783333,5.44
US900123CP36,17.02.2028,2914,USD,96.488889,5.70,98.017361,5.46
US900123CQ19,24.10.2028,3164,USD,104.058681,5.83,105.592708,5.61
US900123CT57,26.04.2029,3348,USD,113.895486,5.99,115.438847,5.79
US900123AL40,15.01.2030,3612,USD,144.819444,5.98,146.635417,5.79
US900123CY43,13.03.2030,3669,USD,0.000000,0.00,0.000000,0.00
US900123AT75,14.02.2034,5103,USD,115.994444,6.29,117.788889,6.12
US900123AY60,17.03.2036,5865,USD,107.642361,6.41,109.680556,6.22
US900123BB58,05.03.2038,6583,USD,112.298611,6.41,114.088889,6.26
US900123BG46,30.05.2040,7400,USD,104.093750,6.52,105.881250,6.37
US900123BJ84,14.01.2041,7629,USD,94.808333,6.52,96.591667,6.36
US900123CB40,16.04.2043,8451,USD,85.496875,6.21,87.273958,6.05
US900123CG37,17.02.2045,9124,USD,99.397222,6.69,101.184028,6.54
US900123CM05,11.05.2047,9937,USD,91.411111,6.56,93.193056,6.41
XS1843443356,31.03.2025,1861,EUR,111.432719,3.07,113.207992,2.71
XS1629918415,14.06.2025,1936,EUR,102.523224,3.20,104.290984,2.84
XS1909184753,16.02.2026,2183,EUR,109.377869,3.46,111.156284,3.15
