Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123AW05,05.02.2025,33,USD,102.774944,9.99,103.783889,0.00
US900123CX69,13.03.2025,69,USD,100.573611,7.93,101.815833,1.66
US900123CZ18,14.10.2025,284,USD,101.773958,5.86,103.079792,4.22
US900123DB31,26.01.2026,388,USD,100.891528,5.91,102.069306,4.80
US900123CJ75,14.04.2026,466,USD,98.832639,5.97,100.129861,4.94
US900123CK49,09.10.2026,644,USD,99.187500,6.05,100.644667,5.20
US900123CL22,25.03.2027,811,USD,101.243333,6.18,102.660000,5.53
USM88269US88,24.09.2027,994,USD,108.345000,6.18,109.935556,5.59
US900123DF45,15.01.2028,1107,USD,114.508333,6.24,116.098056,5.72
US900123CP36,17.02.2028,1140,USD,98.406111,6.39,99.973056,5.84
US900123CQ19,24.10.2028,1390,USD,100.183958,6.42,101.787014,5.96
US900123DH01,14.03.2029,1531,USD,112.471542,6.70,114.095708,6.30
US900123CT57,26.04.2029,1574,USD,104.594097,6.76,106.151819,6.37
US900123AL40,15.01.2030,1838,USD,129.576667,6.24,131.823611,5.80
US900123CY43,13.03.2030,1895,USD,94.544167,6.89,96.342500,6.47
US900123DJ66,13.07.2030,2017,USD,114.192028,6.94,116.033417,6.58
US900123DA57,15.01.2031,2203,USD,96.988667,7.15,98.814778,6.78
US900123DC14,26.06.2031,2365,USD,93.254236,7.22,95.089514,6.86
US900123DL13,17.07.2032,2752,USD,102.010417,7.35,103.769583,7.05
US900123DG28,19.01.2033,2938,USD,116.113833,7.39,117.993000,7.12
US900123DD96,20.09.2033,3182,USD,96.142722,7.40,98.004944,7.11
US900123AT75,14.02.2034,3329,USD,107.953889,7.26,109.895778,6.99
US900123DK30,15.05.2034,3419,USD,101.971667,7.48,103.811389,7.22
US900123DN78,03.01.2035,3652,USD,0.000000,0.00,94.629111,7.05
US900123AY60,17.03.2036,4091,USD,97.054306,7.54,98.910694,7.29
US900123BB58,05.03.2038,4809,USD,101.851389,7.31,103.971944,7.07
US900123BG46,30.05.2040,5626,USD,90.303750,7.92,92.198750,7.70
US900123BJ84,14.01.2041,5855,USD,84.429667,8.06,86.296333,7.84
US900123CB40,16.04.2043,6677,USD,70.032708,8.17,71.899875,7.92
US900123CG37,17.02.2045,7350,USD,86.142778,8.31,88.029389,8.10
US900123CM05,11.05.2047,8163,USD,74.840556,8.33,76.639444,8.12
XS1843443356,31.03.2025,87,EUR,103.157603,5.97,104.748288,0.00
XS1629918415,14.06.2025,162,EUR,101.072534,4.85,102.613151,1.43
XS1909184753,16.02.2026,409,EUR,106.054863,3.82,107.939694,2.15
XS2361850527,08.07.2027,916,EUR,103.490548,3.79,105.426493,3.01
XS2790222116,21.05.2030,1964,EUR,108.838616,4.95,110.630000,4.59
