KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,946,USD,109.586556,4.52,111.927111,3.62
US900123CF53,22.03.2024,1036,USD,103.285361,4.85,105.60925,4.01
US900123CV04,10.08.2024,1177,USD,105.337528,5.13,107.673083,4.38
US900123CW86,14.11.2024,1273,USD,101.612889,5.12,103.955111,4.41
US900123AW05,05.02.2025,1356,USD,108.861528,5.36,111.108472,4.73
US900123CX69,13.03.2025,1392,USD,97.255778,5.29,99.598,4.61
US900123CZ18,14.10.2025,1607,USD,103.905208,5.53,106.246042,4.96
US900123DB31,26.01.2026,1711,USD,98.461361,5.5,100.829139,4.93
US900123CJ75,14.04.2026,1789,USD,94.902806,5.56,97.230028,5.01
US900123CK49,09.10.2026,1967,USD,96.93475,5.67,99.153917,5.19
US900123CL22,25.03.2027,2134,USD,101.461333,5.89,103.748,5.44
US900123CP36,17.02.2028,2463,USD,96.586194,5.99,98.938139,5.57
US900123CQ19,24.10.2028,2713,USD,99.974375,6.21,102.347431,5.82
US900123CT57,26.04.2029,2897,USD,107.615514,6.47,110.030236,6.11
US900123AL40,15.01.2030,3161,USD,139.87825,6.42,142.590194,6.1
US900123CY43,13.03.2030,3218,USD,93.536667,6.37,96.05,5.99
US900123DA57,15.01.2031,3526,USD,98.268194,6.59,100.689306,6.25
US900123AT75,14.02.2034,4652,USD,112.110556,6.82,114.579444,6.55
US900123AY60,17.03.2036,5414,USD,100.131222,6.99,102.717611,6.72
US900123BB58,05.03.2038,6132,USD,103.760556,7.02,106.386111,6.77
US900123BG46,30.05.2040,6949,USD,99.32625,7.13,102.00125,6.87
US900123BJ84,14.01.2041,7178,USD,90.312667,7.12,92.864333,6.87
US900123CB40,16.04.2043,8000,USD,77.973958,6.88,80.383125,6.63
US900123CG37,17.02.2045,8673,USD,94.147861,7.3,96.561472,7.08
US900123CM05,11.05.2047,9486,USD,83.196722,7.2,85.590611,6.98
XS1843443356,31.03.2025,1410,EUR,103.969233,3.68,106.364918,3.04
XS1629918415,14.06.2025,1485,EUR,101.325301,3.71,103.835918,3.05
XS1909184753,16.02.2026,1732,EUR,105.149178,4.29,107.551164,3.75
