Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2808,USD,112.538889,4.10,116.118750,3.61
US900123AW05,05.02.2025,3128,USD,126.257292,4.15,129.859722,3.72
US900123CJ75,14.04.2026,3561,USD,101.812500,4.15,105.371528,3.72
US900123CK49,09.10.2026,3739,USD,106.442708,4.30,110.010417,3.89
US900123AL40,15.01.2030,4933,USD,181.904514,4.37,179.631944,4.13
US900123AT75,14.02.2034,6424,USD,140.583333,4.83,144.194444,4.59
US900123AY60,17.03.2036,7186,USD,126.734375,4.92,130.329861,4.68
US900123BB58,05.03.2038,7904,USD,132.597917,4.97,136.448611,4.74
US900123BG46,30.05.2040,8721,USD,125.075000,5.00,128.668750,4.79
US900123BJ84,14.01.2041,8950,USD,113.750000,5.02,117.333333,4.80
US900123CB40,16.04.2043,9772,USD,99.941667,4.96,103.509375,4.73
US900123CG37,17.02.2045,10445,USD,125.955208,5.07,129.547222,4.88
