Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2593,USD,103.898056,5.47,107.445972,4.89
US900123AW05,05.02.2025,2913,USD,111.994375,5.52,115.305833,5.05
US900123CJ75,14.04.2026,3346,USD,92.296667,5.53,95.582083,5.06
US900123CK49,09.10.2026,3524,USD,96.065708,5.64,99.481333,5.17
US900123CL22,25.03.2027,3691,USD,102.86,5.67,106.15,5.26
US900123AL40,15.01.2030,4718,USD,153.106597,6.01,156.705556,5.72
US900123AT75,14.02.2034,6209,USD,121.62,6.3,121.186667,6.0
US900123AY60,17.03.2036,6971,USD,108.307292,6.37,111.864583,6.07
US900123BB58,05.03.2038,7689,USD,113.152083,6.38,116.7125,6.11
US900123BG46,30.05.2040,8506,USD,105.7675,6.39,109.32375,6.11
US900123BJ84,14.01.2041,8735,USD,95.94,6.37,99.49,6.08
US900123CB40,16.04.2043,9557,USD,84.897917,6.17,88.438542,5.87
US900123CG37,17.02.2045,10230,USD,106.877292,6.35,110.4325,6.09
