Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1122,USD,108.651389,5.27,111.491944,4.32
US900123CF53,22.03.2024,1212,USD,102.888194,5.13,105.072083,4.44
US900123CV04,10.08.2024,1353,USD,104.937361,5.43,107.687917,4.64
US900123CW86,14.11.2024,1449,USD,100.822222,5.42,103.584444,4.67
US900123AW05,05.02.2025,1532,USD,109.304444,5.48,112.126389,4.77
US900123CX69,13.03.2025,1568,USD,96.603611,5.37,99.490833,4.62
US900123CZ18,14.10.2025,1783,USD,104.141458,5.57,106.942292,4.95
US900123CJ75,14.04.2026,1965,USD,94.747639,5.5,97.714861,4.86
US900123CK49,09.10.2026,2143,USD,96.95,5.62,99.734167,5.07
US900123CL22,25.03.2027,2310,USD,102.283333,5.76,105.14,5.24
US900123CP36,17.02.2028,2639,USD,97.523611,5.79,100.360556,5.31
US900123CQ19,24.10.2028,2889,USD,101.771458,5.93,104.549514,5.51
US900123CT57,26.04.2029,3073,USD,110.146597,6.16,113.201319,5.73
US900123AL40,15.01.2030,3337,USD,143.774167,6.16,147.606111,5.74
US900123CY43,13.03.2030,3394,USD,95.779167,6.0,98.9275,5.56
US900123DA57,15.01.2031,3702,USD,98.51,6.15,100.63,5.86
US900123AT75,14.02.2034,4828,USD,114.898889,6.56,118.257778,6.22
US900123AY60,17.03.2036,5590,USD,103.436806,6.65,106.693194,6.33
US900123BB58,05.03.2038,6308,USD,107.221389,6.7,110.551944,6.4
US900123BG46,30.05.2040,7125,USD,103.24875,6.76,103.20875,6.46
US900123BJ84,14.01.2041,7354,USD,94.226667,6.73,97.533333,6.42
US900123CB40,16.04.2043,8176,USD,81.495208,6.5,84.659375,6.2
US900123CG37,17.02.2045,8849,USD,98.940278,6.87,102.103889,6.61
US900123CM05,11.05.2047,9662,USD,87.895556,6.76,91.139444,6.48
XS1843443356,31.03.2025,1586,EUR,104.601096,4.22,107.851781,3.42
XS1629918415,14.06.2025,1661,EUR,97.289178,4.28,100.654795,3.45
XS1909184753,16.02.2026,1908,EUR,107.454973,4.45,110.861803,3.74
