Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,71,USD,101.239278,9.83,102.840833,1.77
US900123CW86,14.11.2024,167,USD,99.266889,7.81,100.913111,4.21
US900123AW05,05.02.2025,250,USD,102.261903,7.50,103.969847,5.00
US900123CX69,13.03.2025,286,USD,98.549028,7.38,100.278250,5.14
US900123CZ18,14.10.2025,501,USD,100.044583,6.97,101.834417,5.63
US900123DB31,26.01.2026,605,USD,98.290111,6.92,100.056889,5.80
US900123CJ75,14.04.2026,683,USD,96.100056,6.81,97.893278,5.80
US900123CK49,09.10.2026,861,USD,96.596625,6.78,98.400792,5.96
US900123CL22,25.03.2027,1028,USD,98.881333,6.87,100.707000,6.17
USM88269US88,24.09.2027,1211,USD,106.480667,6.91,108.340222,6.33
US900123DF45,15.01.2028,1324,USD,112.745125,7.00,114.564847,6.49
US900123CP36,17.02.2028,1357,USD,95.406319,7.00,97.221264,6.45
US900123CQ19,24.10.2028,1607,USD,97.175500,7.04,99.013556,6.57
US900123DH01,14.03.2029,1748,USD,110.130167,7.32,111.971333,6.91
US900123CT57,26.04.2029,1791,USD,101.985139,7.31,103.847861,6.88
US900123AL40,15.01.2030,2055,USD,128.326125,6.71,130.860069,6.25
US900123CY43,13.03.2030,2112,USD,91.189917,7.39,93.141250,6.96
US900123DJ66,13.07.2030,2234,USD,111.335569,7.50,113.231958,7.14
US900123DA57,15.01.2031,2420,USD,94.001250,7.55,95.892361,7.18
US900123DC14,26.06.2031,2582,USD,93.517194,7.54,95.386472,7.19
US900123DG28,19.01.2033,3155,USD,114.059458,7.66,115.954625,7.40
US900123DD96,20.09.2033,3399,USD,93.949889,7.61,95.892111,7.32
US900123AT75,14.02.2034,3546,USD,106.010556,7.46,108.074444,7.18
US900123DK30,15.05.2034,3636,USD,99.840708,7.69,101.573431,7.46
US900123AY60,17.03.2036,4308,USD,94.618097,7.76,96.632486,7.50
US900123BB58,05.03.2038,5026,USD,97.879806,7.70,100.053361,7.45
US900123BG46,30.05.2040,5843,USD,89.098000,7.97,91.244000,7.72
US900123BJ84,14.01.2041,6072,USD,83.826667,8.03,85.858333,7.78
US900123CB40,16.04.2043,6894,USD,70.080833,8.04,72.037000,7.79
US900123CG37,17.02.2045,7567,USD,86.939486,8.13,88.918097,7.92
US900123CM05,11.05.2047,8380,USD,75.803472,8.12,77.767361,7.90
XS1843443356,31.03.2025,304,EUR,100.440945,5.00,102.406630,2.64
XS1629918415,14.06.2025,379,EUR,101.521683,4.87,103.484202,2.93
XS1909184753,16.02.2026,626,EUR,102.207803,4.74,104.271634,3.51
XS2361850527,08.07.2027,1133,EUR,103.003765,4.70,105.053579,3.99
XS2790222116,21.05.2030,2181,EUR,101.029808,5.89,102.794192,5.54
