KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,326,USD,100.687139,7.31,102.673417,5.05
US900123CF53,22.03.2024,416,USD,99.481444,8.13,101.528389,6.25
US900123CV04,10.08.2024,557,USD,100.424611,8.17,102.472889,6.74
US900123CW86,14.11.2024,653,USD,96.612222,8.4,98.695333,7.12
US900123AW05,05.02.2025,736,USD,102.091069,8.19,104.199042,7.06
US900123CX69,13.03.2025,772,USD,93.623361,8.44,95.735972,7.31
US900123CZ18,14.10.2025,987,USD,96.169083,8.78,98.3155,7.87
US900123DB31,26.01.2026,1091,USD,89.460778,8.86,91.552167,8.02
US900123CJ75,14.04.2026,1169,USD,88.573389,8.88,90.712,8.06
US900123CK49,09.10.2026,1347,USD,88.963125,8.93,91.089208,8.21
US900123CL22,25.03.2027,1514,USD,91.901333,8.99,94.132667,8.31
USM88269US88,24.09.2027,1697,USD,101.403,9.03,103.550778,8.46
US900123DF45,15.01.2028,1810,USD,103.630292,9.45,105.539153,8.98
US900123CP36,17.02.2028,1843,USD,86.902486,8.99,89.048958,8.42
US900123CQ19,24.10.2028,2093,USD,88.613333,9.08,90.769361,8.57
US900123CT57,26.04.2029,2277,USD,94.437972,9.24,96.634333,8.76
US900123AL40,15.01.2030,2541,USD,116.582792,8.74,119.421764,8.25
US900123CY43,13.03.2030,2598,USD,80.969917,9.36,83.042083,8.91
US900123DA57,15.01.2031,2906,USD,81.323917,9.38,83.453972,8.95
US900123DG28,19.01.2033,3641,USD,97.166458,9.87,98.915542,9.6
US900123DD96,20.09.2033,3885,USD,82.985222,9.42,85.288333,9.03
US900123AT75,14.02.2034,4032,USD,100.715889,8.42,103.575333,8.02
US900123AY60,17.03.2036,4794,USD,83.667931,9.41,86.210125,9.03
US900123BB58,05.03.2038,5512,USD,89.822139,8.84,92.742417,8.46
US900123BG46,30.05.2040,6329,USD,78.92,9.36,81.6075,9.0
US900123BJ84,14.01.2041,6558,USD,70.821667,9.43,73.403,9.06
US900123CB40,16.04.2043,7380,USD,63.321333,9.0,65.434417,8.68
US900123CG37,17.02.2045,8053,USD,76.697653,9.49,78.882458,9.2
US900123CM05,11.05.2047,8866,USD,66.808806,9.37,68.93175,9.07
XS1843443356,31.03.2025,790,EUR,100.276397,6.45,102.61474,5.26
XS1629918415,14.06.2025,865,EUR,95.269849,6.42,97.691658,5.26
XS1909184753,16.02.2026,1112,EUR,100.689055,6.8,103.002548,5.94
XS2361850527,08.07.2027,1619,EUR,92.156164,7.17,94.544137,6.49
