KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,1157,USD,104.958528,6.34,107.534083,5.48
US900123CF53,22.03.2024,1247,USD,98.983167,6.24,100.952056,5.61
US900123CV04,10.08.2024,1388,USD,100.695,6.52,103.250556,5.78
US900123CW86,14.11.2024,1484,USD,99.369778,6.48,101.927,5.77
US900123AW05,05.02.2025,1567,USD,104.691431,6.53,107.268375,5.87
US900123CX69,13.03.2025,1603,USD,92.485417,6.36,95.052639,5.67
US900123CZ18,14.10.2025,1818,USD,99.336667,6.57,101.1025,6.16
US900123CJ75,14.04.2026,2000,USD,89.918444,6.49,92.635667,5.87
US900123CK49,09.10.2026,2178,USD,91.486042,6.66,94.045208,6.13
US900123CL22,25.03.2027,2345,USD,96.075,6.85,98.741667,6.34
US900123CP36,17.02.2028,2674,USD,91.206347,6.83,93.833292,6.36
US900123CQ19,24.10.2028,2924,USD,97.871472,6.98,97.492028,6.54
US900123CT57,26.04.2029,3108,USD,106.560778,7.17,109.3555,6.76
US900123AL40,15.01.2030,3372,USD,134.454653,7.18,137.951597,6.76
US900123CY43,13.03.2030,3429,USD,88.78575,6.98,91.644083,6.55
US900123AT75,14.02.2034,4863,USD,106.084111,7.45,109.098,7.12
US900123AY60,17.03.2036,5625,USD,94.332403,7.58,97.458792,7.23
US900123BB58,05.03.2038,6343,USD,97.233528,7.64,100.389083,7.31
US900123BG46,30.05.2040,7160,USD,93.0945,7.7,96.1995,7.39
US900123BJ84,14.01.2041,7389,USD,84.453333,7.69,87.53,7.36
US900123CB40,16.04.2043,8211,USD,73.67125,7.28,76.740417,6.95
US900123CG37,17.02.2045,8884,USD,88.780181,7.77,91.698792,7.48
US900123CM05,11.05.2047,9697,USD,81.118528,7.65,84.212417,7.34
XS1843443356,31.03.2025,1621,EUR,100.454603,5.17,103.780288,4.33
XS1629918415,14.06.2025,1696,EUR,93.619534,5.11,96.680151,4.34
XS1909184753,16.02.2026,1943,EUR,103.311705,5.24,106.358536,4.6
