Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CX69,13.03.2025,23,USD,101.147861,13.91,102.551472,0.00
US900123CZ18,14.10.2025,238,USD,102.375833,6.07,103.906250,3.73
US900123DB31,26.01.2026,342,USD,99.245278,5.91,100.771667,4.24
US900123CJ75,14.04.2026,420,USD,99.483889,6.04,101.142500,4.56
US900123CK49,09.10.2026,598,USD,99.909875,6.06,101.461958,5.07
US900123CL22,25.03.2027,765,USD,102.278333,6.05,103.981667,5.20
USM88269US88,24.09.2027,948,USD,109.438000,6.07,111.045778,5.43
US900123DF45,15.01.2028,1061,USD,110.470208,6.22,112.138069,5.64
US900123CP36,17.02.2028,1094,USD,96.922236,6.27,98.655708,5.64
US900123CQ19,24.10.2028,1344,USD,101.252583,6.33,103.016611,5.80
US900123DH01,14.03.2029,1485,USD,113.685417,6.62,115.327500,6.20
US900123CT57,26.04.2029,1528,USD,105.687222,6.70,107.392583,6.25
US900123AL40,15.01.2030,1792,USD,124.423542,6.27,126.529514,5.84
US900123CY43,13.03.2030,1849,USD,95.555417,6.84,97.324583,6.41
US900123DJ66,13.07.2030,1971,USD,111.287153,6.79,112.952847,6.45
US900123DA57,15.01.2031,2157,USD,95.310417,7.05,97.098472,6.67
US900123DC14,26.06.2031,2319,USD,94.783611,7.07,96.586250,6.71
US900123DP27,12.02.2032,2550,USD,99.233750,7.29,100.718333,7.02
US900123DL13,17.07.2032,2706,USD,99.708542,7.28,101.303125,7.01
US900123DG28,19.01.2033,2892,USD,113.283208,7.26,115.110292,6.99
US900123DD96,20.09.2033,3136,USD,97.740222,7.28,99.566333,6.99
US900123AT75,14.02.2034,3283,USD,105.856889,7.12,107.758333,6.85
US900123DK30,15.05.2034,3373,USD,103.947792,7.32,105.745153,7.07
US900123DN78,03.01.2035,3606,USD,94.610500,7.39,96.271611,7.15
US900123AY60,17.03.2036,4045,USD,98.828681,7.42,100.646875,7.18
US900123BB58,05.03.2038,4763,USD,103.940639,7.17,106.065917,6.93
US900123BG46,30.05.2040,5580,USD,92.917500,7.71,95.040000,7.46
US900123BJ84,14.01.2041,5809,USD,83.521667,7.90,85.365000,7.67
US900123CB40,16.04.2043,6631,USD,71.985083,8.00,73.824167,7.76
US900123CG37,17.02.2045,7304,USD,85.411403,8.11,87.270208,7.91
US900123CM05,11.05.2047,8117,USD,77.274306,8.13,79.051250,7.92
XS1843443356,31.03.2025,41,EUR,103.645479,8.41,105.160822,0.00
XS1629918415,14.06.2025,116,EUR,101.577123,5.18,103.144932,0.33
XS1909184753,16.02.2026,363,EUR,101.341493,3.83,103.196986,1.96
XS2361850527,08.07.2027,870,EUR,103.831918,3.86,105.733890,3.04
XS2790222116,21.05.2030,1918,EUR,109.571027,4.94,111.533219,4.53
