KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,1360,USD,97.41175,8.71,98.885306,8.26
US900123CF53,22.03.2024,1450,USD,90.513722,8.67,91.879611,8.26
US900123CV04,10.08.2024,1591,USD,92.672222,8.66,94.076778,8.27
US900123CW86,14.11.2024,1687,USD,90.885667,8.6,92.283889,8.23
US900123AW05,05.02.2025,1770,USD,96.325708,8.61,97.849653,8.24
US900123CX69,13.03.2025,1806,USD,82.711472,8.77,84.238694,8.37
US900123CJ75,14.04.2026,2203,USD,82.013333,8.56,83.735556,8.15
US900123CK49,09.10.2026,2381,USD,83.633708,8.69,85.241875,8.34
US900123CL22,25.03.2027,2548,USD,86.427667,8.65,88.127333,8.31
US900123CP36,17.02.2028,2877,USD,81.280625,8.55,82.928569,8.24
US900123CQ19,24.10.2028,3127,USD,87.407194,8.69,89.15525,8.38
US900123CT57,26.04.2029,3311,USD,94.813167,9.01,96.556889,8.73
US900123AL40,15.01.2030,3575,USD,121.383931,8.94,124.252875,8.57
US900123CY43,13.03.2030,3632,USD,78.253583,8.66,79.963917,8.37
US900123AT75,14.02.2034,5066,USD,97.167667,8.48,99.298556,8.23
US900123AY60,17.03.2036,5828,USD,84.531458,8.72,86.441847,8.48
US900123BB58,05.03.2038,6546,USD,87.79275,8.66,89.915306,8.42
US900123BG46,30.05.2040,7363,USD,83.8555,8.7,85.8965,8.47
US900123BJ84,14.01.2041,7592,USD,75.948,8.65,77.872667,8.41
US900123CB40,16.04.2043,8414,USD,68.680917,8.12,70.658083,7.87
US900123CG37,17.02.2045,9087,USD,78.899125,8.81,80.727736,8.6
US900123CM05,11.05.2047,9900,USD,72.485083,8.6,74.536972,8.35
XS1843443356,31.03.2025,1824,EUR,89.679342,7.16,91.452027,6.72
XS1629918415,14.06.2025,1899,EUR,86.839776,6.96,88.677295,6.5
XS1909184753,16.02.2026,2146,EUR,90.536552,7.38,92.304383,6.99
