Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2895,USD,108.415278,4.54,111.963194,4.04
US900123AW05,05.02.2025,3215,USD,121.245486,4.62,124.806944,4.18
US900123CJ75,14.04.2026,3648,USD,97.047222,4.63,100.832639,4.16
US900123CK49,09.10.2026,3826,USD,101.452679,4.71,104.9875,4.3
US900123AL40,15.01.2030,5020,USD,174.067708,4.77,177.916667,4.51
US900123AT75,14.02.2034,6511,USD,132.422222,5.29,136.238889,5.02
US900123AY60,17.03.2036,7273,USD,119.092014,5.35,122.899306,5.08
US900123BB58,05.03.2038,7991,USD,124.365972,5.4,128.176389,5.16
US900123BG46,30.05.2040,8808,USD,120.3375,5.42,124.14375,5.18
US900123BJ84,14.01.2041,9037,USD,109.316667,5.43,113.116667,5.17
US900123CB40,16.04.2043,9859,USD,92.527083,5.41,96.317708,5.13
US900123CG37,17.02.2045,10532,USD,120.372569,5.31,124.177778,5.09
