Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2346,USD,105.015250,4.91,108.579139,4.29
US900123AW05,05.02.2025,2666,USD,115.685972,5.03,119.267917,4.50
US900123CJ75,14.04.2026,3099,USD,94.066028,5.13,97.613250,4.61
US900123CK49,09.10.2026,3277,USD,97.591417,5.23,101.145583,4.74
US900123CL22,25.03.2027,3444,USD,105.570000,5.30,109.011667,4.86
US900123AL40,15.01.2030,4471,USD,159.560694,5.48,163.442639,5.17
US900123AT75,14.02.2034,5962,USD,123.767444,5.86,127.606333,5.55
US900123AY60,17.03.2036,6724,USD,111.148111,5.93,114.974500,5.62
US900123BB58,05.03.2038,7442,USD,116.084111,5.95,119.914667,5.67
US900123BG46,30.05.2040,8259,USD,111.649250,6.01,115.474250,5.73
US900123BJ84,14.01.2041,8488,USD,102.127333,5.96,105.844000,5.67
US900123CB40,16.04.2043,9310,USD,86.753625,5.89,90.457792,5.59
US900123CG37,17.02.2045,9983,USD,108.933972,6.04,112.657583,5.79
US900123CM05,11.05.2047,10796,USD,98.375611,6.05,102.089500,5.79
XS1629918415,14.06.2025,2795,EUR,100.771822,3.30,102.557438,3.04
