Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CW86,14.11.2024,35,USD,101.924111,9.10,103.011889,0.00
US900123AW05,05.02.2025,118,USD,101.708597,6.09,102.886028,2.55
US900123CX69,13.03.2025,154,USD,99.543750,6.10,100.669778,3.52
US900123CZ18,14.10.2025,369,USD,104.234667,5.22,0.000000,0.00
US900123DB31,26.01.2026,473,USD,100.244389,5.34,101.574361,4.31
US900123CJ75,14.04.2026,551,USD,100.280778,5.51,0.000000,0.00
US900123CK49,09.10.2026,729,USD,98.751542,5.55,100.313250,4.75
US900123CL22,25.03.2027,896,USD,101.055000,5.64,102.683333,4.97
USM88269US88,24.09.2027,1079,USD,108.079222,5.73,109.711667,5.18
US900123DF45,15.01.2028,1192,USD,114.143597,5.84,115.700750,5.38
US900123CP36,17.02.2028,1225,USD,98.424514,5.90,100.102694,5.36
US900123CQ19,24.10.2028,1475,USD,103.346306,5.98,105.051375,5.52
US900123DH01,14.03.2029,1616,USD,112.310083,6.32,113.967292,5.94
US900123CT57,26.04.2029,1659,USD,108.293611,6.39,109.977514,5.99
US900123AL40,15.01.2030,1923,USD,129.575819,5.88,131.740750,5.49
US900123CY43,13.03.2030,1980,USD,94.838750,6.48,96.751667,6.06
US900123DJ66,13.07.2030,2102,USD,114.097208,6.60,115.963944,6.26
US900123DA57,15.01.2031,2288,USD,97.204861,6.78,98.995500,6.44
US900123DC14,26.06.2031,2450,USD,96.605222,6.83,98.530819,6.48
US900123DL13,17.07.2032,2837,USD,102.424708,6.99,104.133667,6.72
US900123DG28,19.01.2033,3023,USD,116.834375,7.00,118.807583,6.73
US900123DD96,20.09.2033,3267,USD,97.021111,7.01,98.964389,6.72
US900123AT75,14.02.2034,3414,USD,109.272444,6.82,111.327556,6.55
US900123DK30,15.05.2034,3504,USD,106.773181,7.09,108.584083,6.85
US900123DN78,03.01.2035,3737,USD,95.649389,7.13,97.376667,6.89
US900123AY60,17.03.2036,4176,USD,97.707236,7.23,99.521722,7.00
US900123BB58,05.03.2038,4894,USD,101.346861,7.17,103.630556,6.92
US900123BG46,30.05.2040,5711,USD,95.344500,7.53,97.431250,7.30
US900123BJ84,14.01.2041,5940,USD,86.321333,7.64,88.271667,7.41
US900123CB40,16.04.2043,6762,USD,74.621250,7.71,76.473958,7.49
US900123CG37,17.02.2045,7435,USD,88.732347,7.84,90.615361,7.64
US900123CM05,11.05.2047,8248,USD,80.212861,7.86,81.949722,7.68
XS1843443356,31.03.2025,172,EUR,102.168548,5.10,103.841233,1.64
XS1629918415,14.06.2025,247,EUR,100.250685,4.42,102.004301,1.83
XS1909184753,16.02.2026,494,EUR,104.769213,4.09,106.786044,2.61
XS2361850527,08.07.2027,1001,EUR,101.703712,4.14,103.747658,3.37
XS2790222116,21.05.2030,2049,EUR,106.424466,5.20,108.288849,4.83
