Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,18,USD,102.203139,20.14,103.593417,0.00
US900123CW86,14.11.2024,114,USD,100.342333,7.94,101.753444,3.40
US900123AW05,05.02.2025,197,USD,103.335667,7.57,104.969639,4.49
US900123CX69,13.03.2025,233,USD,99.623722,7.35,101.281333,4.69
US900123CZ18,14.10.2025,448,USD,101.432125,6.64,103.061542,5.27
US900123DB31,26.01.2026,552,USD,99.818417,6.53,101.596806,5.29
US900123CJ75,14.04.2026,630,USD,97.583750,6.47,99.367361,5.37
US900123CK49,09.10.2026,808,USD,98.161333,6.47,99.893417,5.62
US900123CL22,25.03.2027,975,USD,100.780667,6.49,102.587000,5.76
USM88269US88,24.09.2027,1158,USD,108.635778,6.54,110.429556,5.95
US900123DF45,15.01.2028,1271,USD,110.358444,6.57,112.120306,6.04
US900123CP36,17.02.2028,1304,USD,97.638833,6.59,99.483306,6.00
US900123CQ19,24.10.2028,1554,USD,99.538236,6.66,101.396264,6.16
US900123DH01,14.03.2029,1695,USD,112.701375,6.98,114.556458,6.55
US900123CT57,26.04.2029,1738,USD,104.409708,6.98,106.369069,6.51
US900123AL40,15.01.2030,2002,USD,125.676889,6.31,128.450861,5.80
US900123CY43,13.03.2030,2059,USD,94.183833,6.92,96.049000,6.51
US900123DJ66,13.07.2030,2181,USD,110.000472,7.09,111.874167,6.74
US900123DA57,15.01.2031,2367,USD,93.587222,7.23,95.483278,6.86
US900123DC14,26.06.2031,2529,USD,93.073625,7.25,94.976264,6.89
US900123DL13,17.07.2032,2916,USD,99.165750,7.28,100.756333,7.03
US900123DG28,19.01.2033,3102,USD,112.632167,7.36,114.554250,7.09
US900123DD96,20.09.2033,3346,USD,96.853833,7.31,98.766944,7.02
US900123AT75,14.02.2034,3493,USD,109.528333,7.12,111.550778,6.85
US900123DK30,15.05.2034,3583,USD,103.150278,7.37,104.865639,7.14
US900123AY60,17.03.2036,4255,USD,97.720250,7.48,99.753444,7.22
US900123BB58,05.03.2038,4973,USD,101.244167,7.43,103.467444,7.17
US900123BG46,30.05.2040,5790,USD,92.773750,7.65,94.876250,7.42
US900123BJ84,14.01.2041,6019,USD,83.859000,7.77,85.746333,7.55
US900123CB40,16.04.2043,6841,USD,72.430542,7.84,74.283625,7.61
US900123CG37,17.02.2045,7514,USD,89.572833,7.95,91.531639,7.74
US900123CM05,11.05.2047,8327,USD,78.159000,7.95,80.011944,7.74
XS1843443356,31.03.2025,251,EUR,100.964521,5.27,102.660863,2.80
XS1629918415,14.06.2025,326,EUR,98.698260,5.16,100.465068,3.12
XS1909184753,16.02.2026,573,EUR,102.496809,5.01,104.366224,3.78
XS2361850527,08.07.2027,1080,EUR,99.036795,4.80,100.967767,4.09
XS2790222116,21.05.2030,2128,EUR,102.086890,5.84,103.792082,5.50
