Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CF53,22.03.2024,21,USD,101.846583,17.31,103.483472,0.00
US900123CV04,10.08.2024,162,USD,99.998417,7.19,101.697972,3.37
US900123CW86,14.11.2024,258,USD,100.866444,6.77,102.564667,4.35
US900123AW05,05.02.2025,341,USD,101.145639,6.67,103.001583,4.68
US900123CX69,13.03.2025,377,USD,99.333333,6.95,101.183556,5.11
US900123CZ18,14.10.2025,592,USD,101.829042,6.76,103.761875,5.54
US900123DB31,26.01.2026,696,USD,96.836806,6.81,98.854583,5.68
US900123CJ75,14.04.2026,774,USD,96.557361,6.85,98.579583,5.82
US900123CK49,09.10.2026,952,USD,97.232917,6.87,99.269083,6.02
US900123CL22,25.03.2027,1119,USD,99.905000,6.99,101.994667,6.24
USM88269US88,24.09.2027,1302,USD,108.340556,7.12,110.456111,6.48
US900123DF45,15.01.2028,1415,USD,109.898806,7.27,112.001528,6.70
US900123CP36,17.02.2028,1448,USD,93.407306,7.12,95.543250,6.50
US900123CQ19,24.10.2028,1698,USD,98.203764,7.14,100.318819,6.61
US900123DH01,14.03.2029,1839,USD,112.030958,7.51,114.141125,7.05
US900123CT57,26.04.2029,1882,USD,103.569569,7.40,105.700292,6.93
US900123AL40,15.01.2030,2146,USD,124.162361,7.09,126.857306,6.61
US900123CY43,13.03.2030,2203,USD,91.330000,7.58,93.473333,7.12
US900123DJ66,13.07.2030,2325,USD,108.154667,7.72,110.283056,7.33
US900123DA57,15.01.2031,2511,USD,91.793278,7.65,93.996389,7.23
US900123DC14,26.06.2031,2673,USD,91.355764,7.63,93.548042,7.23
US900123DG28,19.01.2033,3246,USD,110.915750,7.82,113.104917,7.51
US900123DD96,20.09.2033,3490,USD,94.986944,7.68,97.136167,7.36
US900123AT75,14.02.2034,3637,USD,102.660778,7.67,104.933667,7.36
US900123DK30,15.05.2034,3727,USD,99.165889,7.80,101.001611,7.54
US900123AY60,17.03.2036,4399,USD,95.328944,7.89,97.635333,7.59
US900123BB58,05.03.2038,5117,USD,97.812444,7.93,0.000000,0.00
US900123BG46,30.05.2040,5934,USD,89.223250,8.15,91.698250,7.86
US900123BJ84,14.01.2041,6163,USD,81.083333,8.17,83.275000,7.90
US900123CB40,16.04.2043,6985,USD,70.236125,8.17,72.334292,7.89
US900123CG37,17.02.2045,7658,USD,84.022639,8.27,86.203250,8.03
US900123CM05,11.05.2047,8471,USD,75.768944,8.29,77.872833,8.04
XS1843443356,31.03.2025,395,EUR,104.302902,4.56,106.236448,2.76
XS1629918415,14.06.2025,470,EUR,100.844623,4.44,102.783142,2.89
XS1909184753,16.02.2026,717,EUR,101.516907,4.48,103.597738,3.40
XS2361850527,08.07.2027,1224,EUR,101.869992,4.68,104.003806,4.00
