Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CR91,23.12.2023,64,USD,101.454250,12.23,103.376806,1.46
US900123CF53,22.03.2024,154,USD,98.947222,9.40,100.881111,4.81
US900123CV04,10.08.2024,295,USD,99.808722,8.20,101.837278,5.64
US900123CW86,14.11.2024,391,USD,99.676667,8.34,101.748889,6.33
US900123AW05,05.02.2025,474,USD,100.464458,8.25,102.560403,6.58
US900123CX69,13.03.2025,510,USD,94.783806,8.63,96.874028,7.02
US900123CZ18,14.10.2025,725,USD,96.035250,8.65,98.080083,7.54
US900123DB31,26.01.2026,829,USD,92.824333,8.86,94.907111,7.82
US900123CJ75,14.04.2026,907,USD,89.984833,8.86,92.070056,7.90
US900123CK49,09.10.2026,1085,USD,90.057958,8.81,92.148125,7.98
US900123CL22,25.03.2027,1252,USD,91.917667,8.93,94.034333,8.20
USM88269US88,24.09.2027,1435,USD,99.408111,8.97,101.597667,8.33
US900123DF45,15.01.2028,1548,USD,105.215903,9.11,107.304625,8.55
US900123CP36,17.02.2028,1581,USD,87.433875,8.94,89.528819,8.33
US900123CQ19,24.10.2028,1831,USD,91.406444,9.05,93.516500,8.51
US900123DH01,14.03.2029,1972,USD,100.615500,9.45,102.722667,8.97
US900123CT57,26.04.2029,2015,USD,96.584417,9.30,98.761139,8.79
US900123AL40,15.01.2030,2279,USD,115.277681,9.26,118.058625,8.74
US900123CY43,13.03.2030,2336,USD,80.946583,9.39,83.098917,8.90
US900123DJ66,13.07.2030,2458,USD,100.162681,9.59,102.267069,9.18
US900123DA57,15.01.2031,2644,USD,83.391139,9.47,85.547250,9.03
US900123DC14,26.06.2031,2806,USD,82.610417,9.45,84.761694,9.02
US900123DG28,19.01.2033,3379,USD,100.086792,9.75,102.261958,9.41
US900123DD96,20.09.2033,3623,USD,82.122667,9.39,84.354889,9.01
US900123AT75,14.02.2034,3770,USD,92.128667,9.43,94.529556,9.06
US900123AY60,17.03.2036,4532,USD,80.376208,9.72,82.852597,9.33
US900123BB58,05.03.2038,5250,USD,82.653250,9.62,85.161806,9.26
US900123BG46,30.05.2040,6067,USD,77.818000,9.80,80.305000,9.45
US900123BJ84,14.01.2041,6296,USD,70.362000,9.78,72.820667,9.41
US900123CB40,16.04.2043,7118,USD,58.849167,9.58,61.075333,9.23
US900123CG37,17.02.2045,7791,USD,72.344375,9.89,74.618986,9.57
US900123CM05,11.05.2047,8604,USD,65.212583,9.85,67.469472,9.51
XS1843443356,31.03.2025,528,EUR,100.636232,6.03,102.689779,4.55
XS1629918415,14.06.2025,603,EUR,97.069612,5.89,99.241131,4.49
XS1909184753,16.02.2026,850,EUR,100.572658,6.58,102.627644,5.63
XS2361850527,08.07.2027,1357,EUR,93.460169,6.81,95.654984,6.11
