Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,19,USD,102.151500,20.04,103.624778,0.00
US900123CW86,14.11.2024,115,USD,100.230778,8.24,101.811889,3.18
US900123AW05,05.02.2025,198,USD,103.371181,7.46,105.027153,4.35
US900123CX69,13.03.2025,234,USD,99.550917,7.44,101.292528,4.65
US900123CZ18,14.10.2025,449,USD,101.184417,6.84,102.928833,5.37
US900123DB31,26.01.2026,553,USD,99.674222,6.62,101.410611,5.41
US900123CJ75,14.04.2026,631,USD,97.530944,6.50,99.302556,5.40
US900123CK49,09.10.2026,809,USD,98.119792,6.48,99.890875,5.62
US900123CL22,25.03.2027,976,USD,100.611000,6.55,102.410333,5.82
USM88269US88,24.09.2027,1159,USD,108.630889,6.54,110.450667,5.93
US900123DF45,15.01.2028,1272,USD,110.155014,6.62,111.919875,6.10
US900123CP36,17.02.2028,1305,USD,97.466597,6.64,99.273069,6.06
US900123CQ19,24.10.2028,1555,USD,99.403222,6.70,101.221250,6.21
US900123DH01,14.03.2029,1696,USD,112.719333,6.97,114.506417,6.55
US900123CT57,26.04.2029,1739,USD,104.358528,6.99,106.192889,6.55
US900123AL40,15.01.2030,2003,USD,125.650903,6.32,128.208875,5.84
US900123CY43,13.03.2030,2060,USD,94.005250,6.96,95.888417,6.54
US900123DJ66,13.07.2030,2182,USD,109.857125,7.12,111.726819,6.76
US900123DA57,15.01.2031,2368,USD,93.498694,7.25,95.331750,6.88
US900123DC14,26.06.2031,2530,USD,92.942306,7.27,94.805944,6.91
US900123DL13,17.07.2032,2917,USD,98.829958,7.34,100.380542,7.08
US900123DG28,19.01.2033,3103,USD,112.392125,7.40,114.279208,7.12
US900123DD96,20.09.2033,3347,USD,96.703778,7.33,98.620889,7.04
US900123AT75,14.02.2034,3494,USD,109.132111,7.18,111.160556,6.90
US900123DK30,15.05.2034,3584,USD,102.770097,7.43,104.529458,7.18
US900123AY60,17.03.2036,4256,USD,97.429153,7.52,99.423347,7.26
US900123BB58,05.03.2038,4974,USD,101.149028,7.44,103.267306,7.19
US900123BG46,30.05.2040,5791,USD,92.109000,7.73,94.196500,7.49
US900123BJ84,14.01.2041,6020,USD,83.595333,7.80,85.550667,7.57
US900123CB40,16.04.2043,6842,USD,71.982000,7.90,73.903083,7.65
US900123CG37,17.02.2045,7515,USD,89.239431,7.98,91.184236,7.77
US900123CM05,11.05.2047,8328,USD,77.747028,7.99,79.597972,7.78
XS1843443356,31.03.2025,252,EUR,100.822849,5.46,102.685192,2.76
XS1629918415,14.06.2025,327,EUR,98.535356,5.34,100.499164,3.07
XS1909184753,16.02.2026,574,EUR,102.414601,5.05,104.475016,3.70
XS2361850527,08.07.2027,1081,EUR,98.749808,4.90,100.854781,4.13
XS2790222116,21.05.2030,2129,EUR,101.998795,5.86,103.733986,5.51
