KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,1178,USD,104.361611,6.41,107.145167,5.5
US900123CF53,22.03.2024,1268,USD,98.29275,6.35,100.474639,5.66
US900123CV04,10.08.2024,1409,USD,100.034583,6.6,102.910139,5.78
US900123CW86,14.11.2024,1505,USD,98.462111,6.63,101.191333,5.88
US900123AW05,05.02.2025,1588,USD,103.735222,6.68,106.587167,5.95
US900123CX69,13.03.2025,1624,USD,91.7625,6.46,94.572722,5.72
US900123CJ75,14.04.2026,2021,USD,91.712528,6.48,94.56275,5.85
US900123CK49,09.10.2026,2199,USD,93.302167,6.72,96.046333,6.15
US900123CL22,25.03.2027,2366,USD,95.621,6.87,98.515667,6.31
US900123CP36,17.02.2028,2695,USD,91.129389,6.78,93.936333,6.28
US900123CQ19,24.10.2028,2945,USD,97.139181,7.03,100.064236,6.56
US900123CT57,26.04.2029,3129,USD,105.780986,7.23,108.682708,6.79
US900123AL40,15.01.2030,3393,USD,133.068944,7.29,136.705889,6.85
US900123CY43,13.03.2030,3450,USD,88.8935,6.91,91.959833,6.45
US900123AT75,14.02.2034,4884,USD,105.227444,7.5,108.326333,7.15
US900123AY60,17.03.2036,5646,USD,93.647361,7.61,96.76175,7.26
US900123BB58,05.03.2038,6364,USD,97.233611,7.59,100.326167,7.28
US900123BG46,30.05.2040,7181,USD,92.75175,7.7,95.87975,7.38
US900123BJ84,14.01.2041,7410,USD,84.100333,7.68,87.26,7.35
US900123CB40,16.04.2043,8232,USD,75.900375,7.27,79.059542,6.93
US900123CG37,17.02.2045,8905,USD,87.972722,7.81,91.081333,7.51
US900123CM05,11.05.2047,9718,USD,80.782111,7.65,83.923,7.33
XS1843443356,31.03.2025,1642,EUR,98.969507,5.48,102.037192,4.71
XS1629918415,14.06.2025,1717,EUR,91.762548,5.52,94.814164,4.75
XS1909184753,16.02.2026,1964,EUR,100.888344,5.71,103.941175,5.05
