Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CW86,14.11.2024,91,USD,100.565556,8.99,102.369778,1.78
US900123AW05,05.02.2025,174,USD,100.361861,7.02,101.874806,3.86
US900123CX69,13.03.2025,210,USD,100.303444,6.92,102.074667,3.83
US900123CZ18,14.10.2025,425,USD,102.357708,6.17,104.161542,4.61
US900123DB31,26.01.2026,529,USD,98.610694,5.95,100.251472,4.79
US900123CJ75,14.04.2026,607,USD,98.775472,5.94,100.581694,4.82
US900123CK49,09.10.2026,785,USD,99.482250,5.99,101.209417,5.15
US900123CL22,25.03.2027,952,USD,101.858333,6.20,103.698000,5.46
USM88269US88,24.09.2027,1135,USD,110.004333,6.22,111.859889,5.61
US900123DF45,15.01.2028,1248,USD,111.730917,6.27,113.533639,5.74
US900123CP36,17.02.2028,1281,USD,99.129028,6.22,0.000000,0.00
US900123CQ19,24.10.2028,1531,USD,101.075542,6.35,102.747597,5.91
US900123DH01,14.03.2029,1672,USD,114.664292,6.62,116.432458,6.21
US900123CT57,26.04.2029,1715,USD,105.861681,6.73,107.743403,6.29
US900123AL40,15.01.2030,1979,USD,127.484583,6.06,129.650528,5.67
US900123CY43,13.03.2030,2036,USD,95.802667,6.64,97.635000,6.25
US900123DJ66,13.07.2030,2158,USD,111.662111,6.86,113.474500,6.52
US900123DA57,15.01.2031,2344,USD,95.002833,7.03,96.909944,6.66
US900123DC14,26.06.2031,2506,USD,94.553653,7.04,96.419931,6.69
US900123DL13,17.07.2032,2893,USD,100.626167,7.11,102.272333,6.85
US900123DG28,19.01.2033,3079,USD,114.564083,7.15,116.425250,6.89
US900123DD96,20.09.2033,3323,USD,98.402056,7.14,100.316278,6.85
US900123AT75,14.02.2034,3470,USD,107.425222,6.92,109.242111,6.68
US900123DK30,15.05.2034,3560,USD,105.045250,7.17,106.756972,6.94
US900123AY60,17.03.2036,4232,USD,99.224389,7.34,101.058778,7.11
US900123BB58,05.03.2038,4950,USD,102.872222,7.29,104.800778,7.08
US900123BG46,30.05.2040,5767,USD,93.671250,7.60,95.857250,7.36
US900123BJ84,14.01.2041,5996,USD,85.023667,7.68,86.980333,7.45
US900123CB40,16.04.2043,6818,USD,73.597458,7.73,75.279625,7.53
US900123CG37,17.02.2045,7491,USD,90.655694,7.88,0.000000,0.00
US900123CM05,11.05.2047,8304,USD,79.263389,7.86,80.956278,7.68
XS1843443356,31.03.2025,228,EUR,101.408959,5.08,103.119644,2.38
XS1629918415,14.06.2025,303,EUR,99.290055,4.80,100.939671,2.79
XS1909184753,16.02.2026,550,EUR,103.180585,4.75,104.931415,3.57
XS2361850527,08.07.2027,1057,EUR,99.989479,4.55,101.794425,3.89
XS2790222116,21.05.2030,2105,EUR,103.087096,5.71,104.774479,5.38
