Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CR91,23.12.2023,5,USD,0.000000,0.00,0.000000,0.00
US900123CF53,22.03.2024,95,USD,100.631611,8.54,102.460556,1.58
US900123CV04,10.08.2024,236,USD,101.950778,6.83,103.787056,3.95
US900123CW86,14.11.2024,332,USD,99.634889,6.63,101.501000,4.52
US900123AW05,05.02.2025,415,USD,103.718653,6.44,105.755625,4.61
US900123CX69,13.03.2025,451,USD,98.402528,6.57,100.430139,4.85
US900123CZ18,14.10.2025,666,USD,100.694333,6.63,102.714750,5.46
US900123DB31,26.01.2026,770,USD,98.241611,6.62,100.236000,5.60
US900123CJ75,14.04.2026,848,USD,95.723556,6.62,97.754167,5.66
US900123CK49,09.10.2026,1026,USD,96.449375,6.65,98.486458,5.84
US900123CL22,25.03.2027,1193,USD,99.277333,6.72,101.350667,6.02
USM88269US88,24.09.2027,1376,USD,107.935667,6.78,110.010444,6.19
US900123DF45,15.01.2028,1489,USD,114.319875,6.98,116.361736,6.44
US900123CP36,17.02.2028,1522,USD,96.112569,6.69,98.195042,6.10
US900123CQ19,24.10.2028,1772,USD,98.218750,6.78,100.282778,6.29
US900123DH01,14.03.2029,1913,USD,112.071917,7.14,114.136000,6.70
US900123CT57,26.04.2029,1956,USD,103.642389,7.04,105.714750,6.59
US900123AL40,15.01.2030,2220,USD,129.312875,6.91,131.891847,6.47
US900123CY43,13.03.2030,2277,USD,92.124417,7.11,94.380583,6.65
US900123DJ66,13.07.2030,2399,USD,113.088819,7.34,115.279514,6.95
US900123DA57,15.01.2031,2585,USD,95.573750,7.22,97.769806,6.81
US900123DC14,26.06.2031,2747,USD,94.941944,7.25,97.132583,6.86
US900123DG28,19.01.2033,3320,USD,115.698208,7.55,117.907292,7.25
US900123DD96,20.09.2033,3564,USD,95.907889,7.32,98.189000,6.99
US900123AT75,14.02.2034,3711,USD,107.423556,7.34,109.798000,7.02
US900123AY60,17.03.2036,4473,USD,96.120847,7.59,98.459042,7.29
US900123BB58,05.03.2038,5191,USD,98.829306,7.63,101.299583,7.34
US900123BG46,30.05.2040,6008,USD,90.975500,7.77,93.428000,7.49
US900123BJ84,14.01.2041,6237,USD,86.115667,7.75,88.469000,7.48
US900123CB40,16.04.2043,7059,USD,72.955583,7.66,75.212667,7.39
US900123CG37,17.02.2045,7732,USD,89.142736,7.91,91.417542,7.67
US900123CM05,11.05.2047,8545,USD,78.113972,7.86,80.372917,7.62
XS1843443356,31.03.2025,469,EUR,103.244792,4.66,105.095066,3.19
XS1629918415,14.06.2025,544,EUR,99.973519,4.43,101.891279,3.09
XS1909184753,16.02.2026,791,EUR,105.143205,4.79,107.156699,3.83
XS2361850527,08.07.2027,1298,EUR,100.383429,4.86,102.432336,4.23
