KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,1181,USD,103.867194,6.56,106.709472,5.62
US900123CF53,22.03.2024,1271,USD,97.767833,6.51,100.013778,5.79
US900123CV04,10.08.2024,1412,USD,99.485667,6.75,102.304944,5.93
US900123CW86,14.11.2024,1508,USD,97.990444,6.75,100.786556,5.97
US900123AW05,05.02.2025,1591,USD,103.171764,6.81,106.008736,6.08
US900123CX69,13.03.2025,1627,USD,91.156083,6.62,93.999694,5.85
US900123CJ75,14.04.2026,2024,USD,91.009111,6.64,93.822722,6.0
US900123CK49,09.10.2026,2202,USD,92.696542,6.84,95.425625,6.27
US900123CL22,25.03.2027,2369,USD,94.996,6.98,97.809333,6.43
US900123CP36,17.02.2028,2698,USD,90.455681,6.9,93.254153,6.39
US900123CQ19,24.10.2028,2948,USD,96.535139,7.13,99.355167,6.66
US900123CT57,26.04.2029,3132,USD,105.061444,7.33,107.975806,6.89
US900123AL40,15.01.2030,3396,USD,131.987986,7.41,135.595958,6.97
US900123CY43,13.03.2030,3453,USD,88.04675,7.03,91.119917,6.56
US900123AT75,14.02.2034,4887,USD,104.322778,7.6,107.535222,7.23
US900123AY60,17.03.2036,5649,USD,92.455069,7.74,95.531264,7.39
US900123BB58,05.03.2038,6367,USD,96.202194,7.7,99.370472,7.37
US900123BG46,30.05.2040,7184,USD,92.0205,7.77,95.298,7.43
US900123BJ84,14.01.2041,7413,USD,83.461333,7.75,86.626667,7.4
US900123CB40,16.04.2043,8235,USD,75.32375,7.33,78.494833,6.98
US900123CG37,17.02.2045,8908,USD,86.947514,7.91,90.090319,7.59
US900123CM05,11.05.2047,9721,USD,79.704194,7.76,82.816139,7.43
XS1843443356,31.03.2025,1645,EUR,98.570493,5.57,101.678836,4.78
XS1629918415,14.06.2025,1720,EUR,91.363836,5.62,94.484644,4.82
XS1909184753,16.02.2026,1967,EUR,100.376721,5.82,103.412137,5.15
