Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1485,USD,110.071667,5.33,111.842222,4.88
US900123CF53,22.03.2024,1575,USD,101.950139,5.52,103.714028,5.07
US900123CV04,10.08.2024,1716,USD,105.361806,5.63,107.142361,5.22
US900123CW86,14.11.2024,1812,USD,99.943333,5.67,101.425556,5.34
US900123AW05,05.02.2025,1895,USD,109.295417,5.8,111.087361,5.43
US900123CJ75,14.04.2026,2328,USD,91.64125,5.94,93.388472,5.61
US900123CK49,09.10.2026,2506,USD,94.057083,6.07,95.80125,5.75
US900123CL22,25.03.2027,2673,USD,99.796667,6.22,101.523333,5.93
US900123CP36,17.02.2028,3002,USD,94.412083,6.23,96.159028,5.96
US900123CQ19,24.10.2028,3252,USD,99.025486,6.36,100.823542,6.1
US900123CT57,26.04.2029,3436,USD,108.128958,6.55,110.123681,6.29
US900123AL40,15.01.2030,3700,USD,143.870139,6.5,146.422083,6.23
US900123AT75,14.02.2034,5191,USD,112.783333,6.84,115.052222,6.61
US900123AY60,17.03.2036,5953,USD,100.815,6.93,102.971389,6.72
US900123BB58,05.03.2038,6671,USD,104.431667,6.98,106.652222,6.78
US900123BJ84,14.01.2041,7717,USD,91.46,6.98,93.646667,6.78
US900123CB40,16.04.2043,8539,USD,78.892292,6.73,80.946458,6.53
US900123CG37,17.02.2045,9212,USD,96.077083,7.12,98.220694,6.94
US900123CM05,11.05.2047,10025,USD,85.3175,6.98,87.441389,6.79
XS1843443356,31.03.2025,1949,EUR,107.860697,3.62,109.761243,3.24
XS1629918415,14.06.2025,2024,EUR,99.191803,3.71,101.167322,3.32
XS1909184753,16.02.2026,2271,EUR,110.524521,4.0,112.521507,3.66
