KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,828,USD,108.920528,3.88,110.681083,3.12
US900123CF53,22.03.2024,918,USD,106.005167,4.38,107.767056,3.67
US900123CV04,10.08.2024,1059,USD,105.242,4.63,107.016556,4.01
US900123CW86,14.11.2024,1155,USD,104.432778,4.72,106.232,4.14
US900123AW05,05.02.2025,1238,USD,108.501931,4.89,110.326875,4.35
US900123CX69,13.03.2025,1274,USD,98.226417,4.82,100.018639,4.27
US900123CZ18,14.10.2025,1489,USD,106.962667,5.2,108.7705,4.73
US900123DB31,26.01.2026,1593,USD,98.705722,5.26,100.5325,4.79
US900123CJ75,14.04.2026,1671,USD,97.740444,5.26,99.571667,4.81
US900123CK49,09.10.2026,1849,USD,99.750042,5.42,101.676208,4.99
US900123CL22,25.03.2027,2016,USD,104.324,5.68,106.264667,5.29
US900123CP36,17.02.2028,2345,USD,97.470847,5.68,99.453792,5.31
US900123CQ19,24.10.2028,2595,USD,103.669972,5.91,105.456028,5.61
US900123CT57,26.04.2029,2779,USD,112.161278,6.1,114.079,5.81
US900123AL40,15.01.2030,3043,USD,139.677153,6.05,142.026097,5.77
US900123CY43,13.03.2030,3100,USD,94.48675,6.1,96.437083,5.8
US900123DA57,15.01.2031,3408,USD,98.243194,6.35,100.197306,6.07
US900123DD96,20.09.2033,4387,USD,99.706,6.54,100.312111,6.47
US900123AT75,14.02.2034,4534,USD,112.030111,6.65,114.431,6.39
US900123AY60,17.03.2036,5296,USD,103.876403,6.82,102.754292,6.58
US900123BB58,05.03.2038,6014,USD,104.121528,6.85,106.512083,6.62
US900123BG46,30.05.2040,6831,USD,99.4005,7.0,101.7375,6.78
US900123BJ84,14.01.2041,7060,USD,90.591333,6.99,92.894,6.77
US900123CB40,16.04.2043,7882,USD,81.01225,6.74,83.300417,6.51
US900123CG37,17.02.2045,8555,USD,95.156681,7.1,97.380292,6.9
US900123CM05,11.05.2047,9368,USD,87.393528,6.98,89.603417,6.78
XS1843443356,31.03.2025,1292,EUR,105.647438,3.55,107.665123,2.96
XS1629918415,14.06.2025,1367,EUR,100.023986,3.48,102.080603,2.9
XS1909184753,16.02.2026,1614,EUR,108.223274,3.89,110.32126,3.4
XS2361850527,08.07.2027,2121,EUR,101.585041,4.22,103.551986,3.85
