Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CR91,23.12.2023,82,USD,101.341750,10.01,103.162028,2.05
US900123CF53,22.03.2024,172,USD,98.775722,8.79,100.672667,4.69
US900123CV04,10.08.2024,313,USD,99.557222,8.01,101.510500,5.66
US900123CW86,14.11.2024,409,USD,99.512667,8.11,101.523778,6.21
US900123AW05,05.02.2025,492,USD,100.572708,7.84,102.598681,6.26
US900123CX69,13.03.2025,528,USD,94.910306,8.22,96.923917,6.70
US900123CZ18,14.10.2025,743,USD,99.340000,8.35,101.308417,7.29
US900123DB31,26.01.2026,847,USD,93.295833,8.41,95.327222,7.41
US900123CJ75,14.04.2026,925,USD,92.508333,8.48,94.544944,7.55
US900123CK49,09.10.2026,1103,USD,93.123708,8.39,95.163792,7.59
US900123CL22,25.03.2027,1270,USD,92.554667,8.56,94.680000,7.83
USM88269US88,24.09.2027,1453,USD,100.627111,8.47,102.759889,7.85
US900123DF45,15.01.2028,1566,USD,106.522153,8.62,108.562014,8.07
US900123CP36,17.02.2028,1599,USD,88.846625,8.40,90.890097,7.81
US900123CQ19,24.10.2028,1849,USD,92.912194,8.54,94.966222,8.02
US900123DH01,14.03.2029,1990,USD,102.014750,9.01,104.066833,8.54
US900123CT57,26.04.2029,2033,USD,98.164167,8.81,100.286528,8.32
US900123AL40,15.01.2030,2297,USD,117.612931,8.70,120.115903,8.24
US900123CY43,13.03.2030,2354,USD,82.520083,8.93,84.634250,8.45
US900123DJ66,13.07.2030,2476,USD,101.508431,9.22,103.562125,8.82
US900123DA57,15.01.2031,2662,USD,85.350639,8.97,87.463694,8.54
US900123DC14,26.06.2031,2824,USD,84.621667,8.96,86.729306,8.54
US900123DG28,19.01.2033,3397,USD,102.765042,9.23,104.844125,8.91
US900123DD96,20.09.2033,3641,USD,84.860667,8.85,87.063778,8.49
US900123AT75,14.02.2034,3788,USD,95.400667,8.84,97.742111,8.49
US900123AY60,17.03.2036,4550,USD,83.789458,9.12,86.109653,8.77
US900123BB58,05.03.2038,5268,USD,86.324750,9.03,88.750028,8.71
US900123BG46,30.05.2040,6085,USD,81.155500,9.26,83.558000,8.93
US900123BJ84,14.01.2041,6314,USD,73.985000,9.18,76.358333,8.85
US900123CB40,16.04.2043,7136,USD,64.573917,9.01,66.729000,8.69
US900123CG37,17.02.2045,7809,USD,76.161125,9.30,78.392931,9.01
US900123CM05,11.05.2047,8622,USD,68.795083,9.26,71.009028,8.96
XS1843443356,31.03.2025,546,EUR,100.717773,5.76,102.744046,4.34
XS1629918415,14.06.2025,621,EUR,96.811776,5.88,98.934536,4.53
XS1909184753,16.02.2026,868,EUR,101.031219,6.22,103.056712,5.29
XS2361850527,08.07.2027,1375,EUR,93.768005,6.61,95.944913,5.92
