Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CW86,14.11.2024,57,USD,101.278889,9.66,102.743000,0.37
US900123AW05,05.02.2025,140,USD,101.029903,6.91,102.605875,2.81
US900123CX69,13.03.2025,176,USD,98.900028,6.71,100.456639,3.46
US900123CZ18,14.10.2025,391,USD,103.500083,5.62,105.191500,4.02
US900123DB31,26.01.2026,495,USD,99.771111,5.45,101.490500,4.15
US900123CJ75,14.04.2026,573,USD,100.082056,5.41,101.802667,4.27
US900123CK49,09.10.2026,751,USD,100.938125,5.51,102.665208,4.62
US900123CL22,25.03.2027,918,USD,103.958333,5.54,105.759667,4.79
USM88269US88,24.09.2027,1101,USD,112.332667,5.62,114.093444,5.02
US900123DF45,15.01.2028,1214,USD,113.957125,5.77,115.713986,5.24
US900123CP36,17.02.2028,1247,USD,98.560319,5.74,100.373792,5.15
US900123CQ19,24.10.2028,1497,USD,103.401000,5.86,105.228028,5.37
US900123DH01,14.03.2029,1638,USD,112.635167,6.14,114.410250,5.72
US900123CT57,26.04.2029,1681,USD,108.640639,6.20,110.475000,5.76
US900123AL40,15.01.2030,1945,USD,130.274125,5.66,132.330097,5.29
US900123CY43,13.03.2030,2002,USD,95.592917,6.23,97.492083,5.81
US900123DJ66,13.07.2030,2124,USD,114.677569,6.40,116.458264,6.07
US900123DA57,15.01.2031,2310,USD,97.982250,6.55,99.755306,6.20
US900123DC14,26.06.2031,2472,USD,97.464194,6.59,99.306833,6.25
US900123DL13,17.07.2032,2859,USD,103.690292,6.71,105.394875,6.44
US900123DG28,19.01.2033,3045,USD,117.869458,6.78,119.733542,6.52
US900123DD96,20.09.2033,3289,USD,101.426889,6.77,0.000000,0.00
US900123AT75,14.02.2034,3436,USD,110.565556,6.58,112.560000,6.32
US900123DK30,15.05.2034,3526,USD,108.509208,6.78,110.258569,6.55
US900123AY60,17.03.2036,4198,USD,99.514097,6.94,101.430292,6.70
US900123BB58,05.03.2038,4916,USD,103.285806,6.90,105.523083,6.66
US900123BG46,30.05.2040,5733,USD,97.723000,7.21,99.815500,6.99
US900123BJ84,14.01.2041,5962,USD,88.721667,7.31,90.715000,7.08
US900123CB40,16.04.2043,6784,USD,77.131333,7.36,78.991417,7.14
US900123CG37,17.02.2045,7457,USD,91.354486,7.51,93.230292,7.33
US900123CM05,11.05.2047,8270,USD,82.931472,7.52,84.796417,7.32
XS1843443356,31.03.2025,194,EUR,101.940781,4.95,103.645123,1.80
XS1629918415,14.06.2025,269,EUR,99.872795,4.59,101.761603,2.00
XS1909184753,16.02.2026,516,EUR,104.272645,4.27,106.226060,2.88
XS2361850527,08.07.2027,1023,EUR,101.408014,4.16,103.384986,3.42
XS2790222116,21.05.2030,2071,EUR,106.193356,5.18,108.150548,4.79
