Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,135,USD,100.431667,7.45,102.117583,2.89
US900123CW86,14.11.2024,231,USD,101.519444,6.52,103.321111,3.63
US900123AW05,05.02.2025,314,USD,101.660764,6.65,103.602222,4.37
US900123CX69,13.03.2025,350,USD,98.035083,6.59,99.810500,4.69
US900123CZ18,14.10.2025,565,USD,102.547167,6.62,104.432292,5.36
US900123DB31,26.01.2026,669,USD,97.613056,6.64,99.577639,5.49
US900123CJ75,14.04.2026,747,USD,97.469111,6.62,99.386528,5.61
US900123CK49,09.10.2026,925,USD,98.113542,6.69,100.047167,5.86
US900123CL22,25.03.2027,1092,USD,97.720000,6.87,99.725000,6.14
USM88269US88,24.09.2027,1275,USD,105.105556,6.96,107.132222,6.34
US900123DF45,15.01.2028,1388,USD,110.960431,7.13,113.082722,6.54
US900123CP36,17.02.2028,1421,USD,94.368681,6.98,96.454389,6.35
US900123CQ19,24.10.2028,1671,USD,99.158139,7.02,101.204181,6.50
US900123DH01,14.03.2029,1812,USD,108.284583,7.44,110.297708,6.99
US900123CT57,26.04.2029,1855,USD,104.297444,7.36,106.350986,6.90
US900123AL40,15.01.2030,2119,USD,125.520986,6.96,128.009944,6.51
US900123CY43,13.03.2030,2176,USD,89.411750,7.53,91.502500,7.08
US900123DJ66,13.07.2030,2298,USD,109.149042,7.65,111.190083,7.27
US900123DA57,15.01.2031,2484,USD,92.621528,7.59,94.801111,7.16
US900123DC14,26.06.2031,2646,USD,92.164389,7.57,94.333347,7.17
US900123DG28,19.01.2033,3219,USD,112.029875,7.75,114.035000,7.46
US900123DD96,20.09.2033,3463,USD,92.689444,7.62,94.783611,7.30
US900123AT75,14.02.2034,3610,USD,103.890778,7.57,106.037444,7.28
US900123DK30,15.05.2034,3700,USD,100.068764,7.75,102.034306,7.47
US900123AY60,17.03.2036,4372,USD,93.323069,7.77,95.400361,7.50
US900123BB58,05.03.2038,5090,USD,95.561194,7.83,97.981611,7.55
US900123BG46,30.05.2040,5907,USD,90.525500,8.05,92.986750,7.77
US900123BJ84,14.01.2041,6136,USD,82.373333,8.07,84.541333,7.80
US900123CB40,16.04.2043,6958,USD,71.293750,8.08,73.324375,7.82
US900123CG37,17.02.2045,7631,USD,85.379514,8.17,87.524722,7.94
US900123CM05,11.05.2047,8444,USD,76.971194,8.20,79.009111,7.96
XS1843443356,31.03.2025,368,EUR,104.497090,4.72,0.000000,0.00
XS1629918415,14.06.2025,443,EUR,100.710377,4.84,102.578656,3.27
XS1909184753,16.02.2026,690,EUR,101.197514,4.84,103.157760,3.79
XS2361850527,08.07.2027,1197,EUR,101.870738,4.80,103.707459,4.21
XS2790222116,21.05.2030,2245,EUR,99.682671,5.95,100.304247,5.85
