KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,381,USD,104.276778,6.27,106.816056,3.81
US900123CF53,22.03.2024,471,USD,99.847917,6.85,102.357861,4.83
US900123CV04,10.08.2024,612,USD,100.56775,7.31,103.088028,5.71
US900123CW86,14.11.2024,708,USD,97.082778,7.44,99.591889,6.04
US900123AW05,05.02.2025,791,USD,102.240306,7.5,104.873278,6.2
US900123CX69,13.03.2025,827,USD,93.711667,7.81,96.291278,6.53
US900123CZ18,14.10.2025,1042,USD,96.185542,8.27,98.776958,7.24
US900123DB31,26.01.2026,1146,USD,91.957472,8.35,94.553861,7.36
US900123CJ75,14.04.2026,1224,USD,88.812694,8.36,91.426306,7.41
US900123CK49,09.10.2026,1402,USD,89.549417,8.35,92.1325,7.52
US900123CL22,25.03.2027,1569,USD,92.033,8.59,94.720333,7.81
USM88269US88,24.09.2027,1752,USD,101.675889,8.61,104.194667,7.98
US900123DF45,15.01.2028,1865,USD,103.377472,9.17,105.806333,8.59
US900123CP36,17.02.2028,1898,USD,87.448972,8.54,90.082444,7.87
US900123CQ19,24.10.2028,2148,USD,89.249597,8.65,91.889625,8.05
US900123CT57,26.04.2029,2332,USD,94.966403,8.85,97.600764,8.3
US900123AL40,15.01.2030,2596,USD,121.951028,8.58,125.372,8.01
US900123CY43,13.03.2030,2653,USD,81.552,8.99,84.192167,8.44
US900123DA57,15.01.2031,2961,USD,84.372944,9.13,87.03,8.62
US900123DD96,20.09.2033,3940,USD,84.305278,9.01,87.090389,8.56
US900123AT75,14.02.2034,4087,USD,102.281111,8.03,105.713556,7.57
US900123AY60,17.03.2036,4849,USD,84.664778,9.08,87.479972,8.68
US900123BB58,05.03.2038,5567,USD,90.678778,8.57,93.966056,8.17
US900123BG46,30.05.2040,6384,USD,79.06025,9.2,81.99975,8.81
US900123BJ84,14.01.2041,6613,USD,74.651333,9.17,77.509667,8.77
US900123CB40,16.04.2043,7435,USD,65.255625,8.59,67.940708,8.22
US900123CG37,17.02.2045,8108,USD,77.743306,9.21,80.463111,8.87
US900123CM05,11.05.2047,8921,USD,68.156278,9.05,70.809222,8.69
XS1843443356,31.03.2025,845,EUR,101.761479,5.28,104.563822,3.99
XS1629918415,14.06.2025,920,EUR,97.131123,5.17,99.977932,3.93
XS1909184753,16.02.2026,1167,EUR,102.296493,5.86,105.148986,4.87
XS2361850527,08.07.2027,1674,EUR,94.451918,6.27,97.49689,5.47
