Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3683,USD,98.835417,5.95,104.415278,5.23
US900123AW05,05.02.2025,4003,USD,109.807292,6.17,115.909722,5.47
US900123AL40,15.01.2030,5808,USD,153.404514,6.54,159.569444,6.1
US900123AT75,14.02.2034,7299,USD,115.133333,6.63,121.244444,6.16
US900123AY60,17.03.2036,8061,USD,104.671875,6.72,110.767361,6.22
US900123BB58,05.03.2038,8779,USD,109.822917,6.7,115.923611,6.24
US900123BG46,30.05.2040,9596,USD,101.0,6.79,107.09375,6.32
US900123BJ84,14.01.2041,9825,USD,90.35,6.84,96.433333,6.33
US900123CB40,16.04.2043,10647,USD,78.429167,6.7,84.496875,6.16
US900123CG37,17.02.2045,11320,USD,96.768403,6.88,102.360417,6.46
