Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,3479,USD,110.215278,4.76,114.295139,4.27
US900123AW05,05.02.2025,3799,USD,121.257986,4.84,125.360417,4.41
US900123AL40,15.01.2030,5604,USD,173.380208,5.10,177.545139,4.84
US900123AT75,14.02.2034,7095,USD,131.622222,5.40,136.233333,5.10
US900123AY60,17.03.2036,7857,USD,120.842014,5.48,125.937500,5.13
US900123BB58,05.03.2038,8575,USD,123.640972,5.46,127.741667,5.21
US900123BG46,30.05.2040,9392,USD,118.912500,5.51,123.506250,5.22
US900123BJ84,14.01.2041,9621,USD,107.466667,5.53,112.550000,5.19
US900123CB40,16.04.2043,10443,USD,94.977083,5.36,99.044792,5.07
US900123CG37,17.02.2045,11116,USD,115.460069,5.59,120.052083,5.32
