Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,325,USD,100.771278,7.23,102.773556,4.95
US900123CF53,22.03.2024,415,USD,99.635417,8.00,101.703361,6.10
US900123CV04,10.08.2024,556,USD,100.584250,8.07,102.645528,6.63
US900123CW86,14.11.2024,652,USD,96.802778,8.29,98.905889,7.00
US900123AW05,05.02.2025,735,USD,102.453556,8.01,104.578528,6.87
US900123CX69,13.03.2025,771,USD,94.017167,8.24,96.107778,7.12
US900123CZ18,14.10.2025,986,USD,96.584792,8.61,98.714208,7.71
US900123DB31,26.01.2026,1090,USD,89.916972,8.68,91.981361,7.85
US900123CJ75,14.04.2026,1168,USD,89.062194,8.69,91.195806,7.88
US900123CK49,09.10.2026,1346,USD,89.463667,8.77,91.561750,8.06
US900123CL22,25.03.2027,1513,USD,92.672000,8.75,94.892333,8.09
USM88269US88,24.09.2027,1696,USD,102.330889,8.78,104.448667,8.24
US900123DF45,15.01.2028,1809,USD,104.636722,9.20,106.541583,8.74
US900123CP36,17.02.2028,1842,USD,87.636722,8.79,89.721194,8.24
US900123CQ19,24.10.2028,2092,USD,89.359347,8.91,91.499375,8.40
US900123CT57,26.04.2029,2276,USD,95.326153,9.05,97.557514,8.57
US900123AL40,15.01.2030,2540,USD,117.441778,8.59,120.317750,8.11
US900123CY43,13.03.2030,2597,USD,81.901500,9.16,83.994667,8.71
US900123DA57,15.01.2031,2905,USD,82.298444,9.18,84.461500,8.76
US900123DC14,26.06.2031,3067,USD,0.000000,0.00,0.000000,0.00
US900123DG28,19.01.2033,3640,USD,98.275500,9.70,100.023583,9.43
US900123DD96,20.09.2033,3884,USD,83.855278,9.27,86.212389,8.88
US900123AT75,14.02.2034,4031,USD,101.761111,8.27,104.677556,7.87
US900123AY60,17.03.2036,4793,USD,84.632028,9.26,87.260222,8.87
US900123BB58,05.03.2038,5511,USD,90.983278,8.69,94.027556,8.30
US900123BG46,30.05.2040,6328,USD,79.875750,9.23,82.601250,8.87
US900123BJ84,14.01.2041,6557,USD,71.837333,9.28,74.504667,8.91
US900123CB40,16.04.2043,7379,USD,64.512875,8.82,66.669958,8.51
US900123CG37,17.02.2045,8052,USD,77.990056,9.32,80.210861,9.03
US900123CM05,11.05.2047,8865,USD,68.201778,9.17,70.370722,8.87
XS1843443356,31.03.2025,789,EUR,100.402068,6.40,102.803411,5.18
XS1629918415,14.06.2025,864,EUR,95.376753,6.38,97.868562,5.19
XS1909184753,16.02.2026,1111,EUR,100.803301,6.77,103.165795,5.88
XS2361850527,08.07.2027,1618,EUR,92.341151,7.12,94.742123,6.44
