Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CR91,23.12.2023,40,USD,102.059444,13.81,103.802722,0.00
US900123CF53,22.03.2024,130,USD,99.584583,9.22,101.546528,3.71
US900123CV04,10.08.2024,271,USD,100.658417,7.72,102.677694,4.93
US900123CW86,14.11.2024,367,USD,100.765444,7.73,99.986556,5.63
US900123AW05,05.02.2025,450,USD,101.619639,7.70,103.656611,5.98
US900123CX69,13.03.2025,486,USD,95.833333,8.18,97.863944,6.53
US900123CZ18,14.10.2025,701,USD,97.398542,8.16,99.366958,7.04
US900123DB31,26.01.2026,805,USD,94.506806,8.24,96.563194,7.18
US900123CJ75,14.04.2026,883,USD,91.710361,8.26,93.777972,7.27
US900123CK49,09.10.2026,1061,USD,91.967417,8.22,94.037500,7.38
US900123CL22,25.03.2027,1228,USD,94.253000,8.26,96.366333,7.53
USM88269US88,24.09.2027,1411,USD,102.122556,8.30,104.313333,7.65
US900123DF45,15.01.2028,1524,USD,107.568806,8.61,109.633667,8.05
US900123CP36,17.02.2028,1557,USD,89.656306,8.41,91.734778,7.79
US900123CQ19,24.10.2028,1807,USD,90.858264,8.51,92.949292,7.97
US900123DH01,14.03.2029,1948,USD,103.718458,8.85,105.800542,8.37
US900123CT57,26.04.2029,1991,USD,95.715069,8.71,97.894431,8.20
US900123AL40,15.01.2030,2255,USD,119.114361,8.64,121.793333,8.13
US900123CY43,13.03.2030,2312,USD,83.923000,8.80,86.099167,8.30
US900123DJ66,13.07.2030,2434,USD,103.689667,8.99,105.774361,8.58
US900123DA57,15.01.2031,2620,USD,86.558278,8.90,88.728333,8.45
US900123DC14,26.06.2031,2782,USD,85.842764,8.88,88.005403,8.45
US900123DG28,19.01.2033,3355,USD,104.155750,9.18,106.277833,8.85
US900123DD96,20.09.2033,3599,USD,85.553944,8.88,87.850056,8.49
US900123AT75,14.02.2034,3746,USD,96.182778,8.87,98.490222,8.52
US900123AY60,17.03.2036,4508,USD,84.371444,9.16,86.655639,8.82
US900123BB58,05.03.2038,5226,USD,86.719444,9.10,89.139722,8.77
US900123BG46,30.05.2040,6043,USD,81.684250,9.31,84.078750,8.98
US900123BJ84,14.01.2041,6272,USD,73.936333,9.30,76.286667,8.96
US900123CB40,16.04.2043,7094,USD,61.653625,9.18,63.880708,8.84
US900123CG37,17.02.2045,7767,USD,76.272639,9.39,78.516444,9.10
US900123CM05,11.05.2047,8580,USD,66.063944,9.34,68.288889,9.03
XS1843443356,31.03.2025,504,EUR,101.475511,5.68,103.506784,4.14
XS1629918415,14.06.2025,579,EUR,97.741727,5.68,99.782486,4.30
XS1909184753,16.02.2026,826,EUR,101.879575,6.14,103.955068,5.15
XS2361850527,08.07.2027,1333,EUR,95.030055,6.42,97.140962,5.74
