KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,453,USD,100.221917,8.66,103.086194,6.24
US900123CF53,22.03.2024,543,USD,94.234889,10.06,97.103833,7.93
US900123CV04,10.08.2024,684,USD,94.239389,10.29,97.079667,8.57
US900123CW86,14.11.2024,780,USD,93.124333,10.36,96.057444,8.76
US900123AW05,05.02.2025,863,USD,94.593792,10.53,97.535764,9.08
US900123CX69,13.03.2025,899,USD,86.311472,10.8,89.215083,9.34
US900123CZ18,14.10.2025,1114,USD,91.48475,10.86,94.405167,9.66
US900123DB31,26.01.2026,1218,USD,83.751667,10.99,86.683056,9.83
US900123CJ75,14.04.2026,1296,USD,82.6235,10.95,85.576111,9.83
US900123CK49,09.10.2026,1474,USD,82.694458,11.01,85.598542,10.01
US900123CL22,25.03.2027,1641,USD,82.269667,11.12,85.198,10.2
USM88269US88,24.09.2027,1824,USD,91.690778,10.81,94.548556,10.04
US900123CP36,17.02.2028,1970,USD,76.415208,11.21,79.354681,10.36
US900123CQ19,24.10.2028,2220,USD,80.830111,11.15,83.773139,10.38
US900123CT57,26.04.2029,2404,USD,86.656083,11.24,89.645444,10.53
US900123AL40,15.01.2030,2668,USD,106.742014,10.98,110.355986,10.29
US900123CY43,13.03.2030,2725,USD,70.519583,11.22,73.41975,10.52
US900123DA57,15.01.2031,3033,USD,73.114472,11.23,76.001528,10.59
US900123DD96,20.09.2033,4012,USD,71.578333,11.05,74.487444,10.49
US900123AT75,14.02.2034,4159,USD,84.293333,10.54,87.460778,10.01
US900123AY60,17.03.2036,4921,USD,71.795875,10.95,74.991069,10.39
US900123BB58,05.03.2038,5639,USD,75.237917,10.6,78.521194,10.08
US900123BG46,30.05.2040,6456,USD,72.429,10.48,75.5485,9.99
US900123BJ84,14.01.2041,6685,USD,62.879,10.86,65.937333,10.33
US900123CB40,16.04.2043,7507,USD,57.086667,10.13,60.04475,9.62
US900123CG37,17.02.2045,8180,USD,65.476708,10.84,68.538514,10.35
US900123CM05,11.05.2047,8993,USD,60.36225,10.53,63.412194,10.02
XS1843443356,31.03.2025,917,EUR,94.949151,7.94,97.821493,6.6
XS1629918415,14.06.2025,992,EUR,89.951027,7.89,92.951836,6.56
XS1909184753,16.02.2026,1239,EUR,94.19374,8.33,97.222233,7.24
XS2361850527,08.07.2027,1746,EUR,84.094904,8.84,87.118877,7.97
