Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CF53,22.03.2024,2468,USD,106.652583,4.83,110.200500,4.24
US900123AW05,05.02.2025,2788,USD,118.239139,4.91,121.800597,4.41
US900123CJ75,14.04.2026,3221,USD,95.527361,4.99,99.062778,4.49
US900123CK49,09.10.2026,3399,USD,99.383917,5.09,102.924542,4.62
US900123CL22,25.03.2027,3566,USD,108.683333,5.17,112.108333,4.75
US900123AL40,15.01.2030,4593,USD,164.435861,5.33,168.284819,5.04
US900123AT75,14.02.2034,6084,USD,127.215778,5.71,131.032444,5.41
US900123AY60,17.03.2036,6846,USD,114.532944,5.75,118.340236,5.45
US900123BB58,05.03.2038,7564,USD,119.870444,5.77,123.680861,5.50
US900123BG46,30.05.2040,8381,USD,112.033250,5.82,115.839500,5.55
US900123BJ84,14.01.2041,8610,USD,105.581333,5.77,109.256333,5.50
US900123CB40,16.04.2043,9432,USD,89.882125,5.69,93.547750,5.41
US900123CG37,17.02.2045,10105,USD,113.392139,5.81,117.072347,5.57
US900123CM05,11.05.2047,10918,USD,99.753944,5.81,102.926861,5.59
XS1629918415,14.06.2025,2917,EUR,98.952521,3.41,100.470329,3.19
