Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1327,USD,102.958333,7.15,105.598611,6.34
US900123CF53,22.03.2024,1417,USD,95.736806,7.23,98.368750,6.44
US900123CV04,10.08.2024,1558,USD,98.424306,7.20,101.059583,6.48
US900123CW86,14.11.2024,1654,USD,96.710000,7.16,99.341111,6.47
US900123AW05,05.02.2025,1737,USD,102.643750,7.17,105.384722,6.50
US900123CX69,13.03.2025,1773,USD,89.018056,7.21,91.741667,6.50
US900123CJ75,14.04.2026,2170,USD,85.047917,7.46,87.771528,6.85
US900123CK49,09.10.2026,2348,USD,87.152083,7.50,89.879167,6.93
US900123CL22,25.03.2027,2515,USD,91.591667,7.72,94.325000,7.19
US900123CP36,17.02.2028,2844,USD,87.035417,7.55,89.763889,7.05
US900123CQ19,24.10.2028,3094,USD,90.112153,7.77,92.846181,7.31
US900123CT57,26.04.2029,3278,USD,97.615625,8.03,100.357986,7.60
US900123AL40,15.01.2030,3542,USD,128.928472,8.06,132.694444,7.59
US900123CY43,13.03.2030,3599,USD,83.245833,7.90,85.975000,7.46
US900123AT75,14.02.2034,5033,USD,101.350000,8.05,104.094444,7.73
US900123AY60,17.03.2036,5795,USD,89.566667,8.16,92.204861,7.85
US900123BB58,05.03.2038,6513,USD,93.258333,8.10,95.998611,7.80
US900123BG46,30.05.2040,7330,USD,87.956250,8.29,90.693750,7.98
US900123BJ84,14.01.2041,7559,USD,79.850000,8.23,82.583333,7.91
US900123CB40,16.04.2043,8381,USD,71.057292,7.58,73.784375,7.26
US900123CG37,17.02.2045,9054,USD,83.360417,8.36,86.097222,8.07
US900123CM05,11.05.2047,9867,USD,76.954167,8.12,79.686111,7.82
XS1843443356,31.03.2025,1791,EUR,94.243493,6.12,97.868836,5.24
XS1629918415,14.06.2025,1866,EUR,91.194809,5.97,94.812568,5.09
XS1909184753,16.02.2026,2113,EUR,95.922404,6.29,99.550820,5.53
