Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CR91,23.12.2023,36,USD,102.168000,14.26,103.901556,0.00
US900123CF53,22.03.2024,126,USD,99.878472,8.64,101.734361,3.34
US900123CV04,10.08.2024,267,USD,100.938972,7.43,102.906528,4.73
US900123CW86,14.11.2024,363,USD,98.321667,7.44,100.379889,5.31
US900123AW05,05.02.2025,446,USD,101.945583,7.49,104.031528,5.75
US900123CX69,13.03.2025,482,USD,96.608556,7.60,98.695778,5.94
US900123CZ18,14.10.2025,697,USD,98.410375,7.62,100.471208,6.47
US900123DB31,26.01.2026,801,USD,95.565583,7.72,97.618361,6.70
US900123CJ75,14.04.2026,879,USD,92.726583,7.80,94.781806,6.85
US900123CK49,09.10.2026,1057,USD,92.979583,7.83,95.043750,7.02
US900123CL22,25.03.2027,1224,USD,95.464667,7.86,97.566333,7.15
USM88269US88,24.09.2027,1407,USD,103.346111,7.96,105.464667,7.35
US900123DF45,15.01.2028,1520,USD,109.273528,8.16,111.324250,7.62
US900123CP36,17.02.2028,1553,USD,91.277250,7.94,93.349194,7.35
US900123CQ19,24.10.2028,1803,USD,92.856319,8.00,94.915375,7.49
US900123DH01,14.03.2029,1944,USD,105.851625,8.37,107.927792,7.92
US900123CT57,26.04.2029,1987,USD,97.525792,8.30,99.693514,7.81
US900123AL40,15.01.2030,2251,USD,121.322306,8.23,123.928250,7.77
US900123CY43,13.03.2030,2308,USD,85.918333,8.35,88.035667,7.89
US900123DJ66,13.07.2030,2430,USD,106.152056,8.52,108.226444,8.14
US900123DA57,15.01.2031,2616,USD,88.612389,8.48,90.701500,8.07
US900123DC14,26.06.2031,2778,USD,87.938042,8.47,90.020319,8.08
US900123DG28,19.01.2033,3351,USD,106.545917,8.81,108.711083,8.49
US900123DD96,20.09.2033,3595,USD,87.727167,8.52,89.914389,8.18
US900123AT75,14.02.2034,3742,USD,98.783667,8.48,101.054556,8.16
US900123AY60,17.03.2036,4504,USD,86.796833,8.80,89.166222,8.47
US900123BB58,05.03.2038,5222,USD,89.200000,8.77,91.612556,8.46
US900123BG46,30.05.2040,6039,USD,85.024250,8.86,87.434250,8.55
US900123BJ84,14.01.2041,6268,USD,76.734000,8.90,79.210667,8.57
US900123CB40,16.04.2043,7090,USD,64.248792,8.79,66.406958,8.48
US900123CG37,17.02.2045,7763,USD,79.316250,9.00,81.563861,8.73
US900123CM05,11.05.2047,8576,USD,68.580833,9.00,70.745722,8.71
XS1843443356,31.03.2025,500,EUR,101.812057,5.46,103.690604,4.05
XS1629918415,14.06.2025,575,EUR,98.194246,5.41,100.197765,4.06
XS1909184753,16.02.2026,822,EUR,102.336562,5.95,104.315548,5.02
XS2361850527,08.07.2027,1329,EUR,95.962869,6.13,97.996683,5.50
