Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123AW05,05.02.2025,5,USD,103.128069,39.06,104.265014,0.00
US900123CX69,13.03.2025,41,USD,100.995361,9.36,102.182583,0.00
US900123CZ18,14.10.2025,256,USD,102.391083,5.61,103.696917,3.79
US900123DB31,26.01.2026,360,USD,99.112778,5.74,100.400556,4.44
US900123CJ75,14.04.2026,438,USD,99.384389,5.87,100.666611,4.80
US900123CK49,09.10.2026,616,USD,99.678125,6.02,101.187292,5.10
US900123CL22,25.03.2027,783,USD,101.840333,6.12,103.377000,5.38
USM88269US88,24.09.2027,966,USD,109.115000,6.07,110.700556,5.47
US900123DF45,15.01.2028,1079,USD,110.201458,6.20,111.786181,5.67
US900123CP36,17.02.2028,1112,USD,99.195486,6.27,100.762431,5.71
US900123CQ19,24.10.2028,1362,USD,100.788333,6.38,102.386389,5.91
US900123DH01,14.03.2029,1503,USD,113.221667,6.65,114.840833,6.24
US900123CT57,26.04.2029,1546,USD,105.258972,6.72,106.873694,6.31
US900123AL40,15.01.2030,1810,USD,124.002792,6.28,126.044736,5.88
US900123CY43,13.03.2030,1867,USD,95.112917,6.87,97.036250,6.42
US900123DJ66,13.07.2030,1989,USD,110.655903,6.85,112.492292,6.48
US900123DA57,15.01.2031,2175,USD,94.855917,7.07,96.677028,6.70
US900123DC14,26.06.2031,2337,USD,94.379861,7.09,96.215139,6.73
US900123DL13,17.07.2032,2724,USD,99.602292,7.24,101.301458,6.96
US900123DG28,19.01.2033,2910,USD,112.806458,7.28,114.685625,7.00
US900123DD96,20.09.2033,3154,USD,97.307222,7.29,99.299444,6.99
US900123AT75,14.02.2034,3301,USD,109.438889,7.13,111.447778,6.85
US900123DK30,15.05.2034,3391,USD,103.508542,7.33,105.103542,7.10
US900123DN78,03.01.2035,3624,USD,94.377500,7.38,96.144722,7.13
US900123AY60,17.03.2036,4063,USD,98.372931,7.43,100.354319,7.17
US900123BB58,05.03.2038,4781,USD,103.678139,7.16,105.718694,6.93
US900123BG46,30.05.2040,5598,USD,92.560000,7.71,94.590000,7.48
US900123BJ84,14.01.2041,5827,USD,83.486667,7.86,85.488333,7.62
US900123CB40,16.04.2043,6649,USD,72.161333,7.94,73.970500,7.71
US900123CG37,17.02.2045,7322,USD,88.902653,8.05,90.741264,7.86
US900123CM05,11.05.2047,8135,USD,77.451806,8.07,79.260694,7.86
XS1843443356,31.03.2025,59,EUR,103.394397,7.36,105.085082,0.00
XS1629918415,14.06.2025,134,EUR,101.286849,5.28,103.017466,0.63
XS1909184753,16.02.2026,381,EUR,106.522678,3.66,108.349508,1.92
XS2361850527,08.07.2027,888,EUR,103.721164,3.82,105.584110,3.04
XS2790222116,21.05.2030,1936,EUR,109.401301,4.92,111.220685,4.55
