Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CF53,22.03.2024,8,USD,101.964222,40.20,103.744111,0.00
US900123CV04,10.08.2024,149,USD,100.124722,7.51,101.887278,3.20
US900123CW86,14.11.2024,245,USD,100.899667,7.09,102.711889,4.37
US900123AW05,05.02.2025,328,USD,101.098958,7.01,102.980903,4.90
US900123CX69,13.03.2025,364,USD,97.228806,7.19,99.076028,5.29
US900123CZ18,14.10.2025,579,USD,101.764250,6.97,103.694083,5.72
US900123DB31,26.01.2026,683,USD,96.933333,6.89,98.928111,5.76
US900123CJ75,14.04.2026,761,USD,96.737833,6.88,98.726056,5.85
US900123CK49,09.10.2026,939,USD,97.523958,6.84,99.520125,6.00
US900123CL22,25.03.2027,1106,USD,100.074667,7.02,102.125333,6.28
USM88269US88,24.09.2027,1289,USD,108.528111,7.14,110.523667,6.54
US900123DF45,15.01.2028,1402,USD,110.043403,7.31,112.220125,6.71
US900123CP36,17.02.2028,1435,USD,93.434375,7.19,95.516319,6.57
US900123CQ19,24.10.2028,1685,USD,98.389944,7.15,100.442000,6.64
US900123DH01,14.03.2029,1826,USD,107.260000,7.60,109.347167,7.14
US900123CT57,26.04.2029,1869,USD,103.305917,7.53,105.374639,7.06
US900123AL40,15.01.2030,2133,USD,124.579181,7.07,127.195125,6.61
US900123CY43,13.03.2030,2190,USD,88.772583,7.62,90.939917,7.15
US900123DJ66,13.07.2030,2312,USD,108.263181,7.76,110.347569,7.37
US900123DA57,15.01.2031,2498,USD,91.775139,7.70,93.908250,7.29
US900123DC14,26.06.2031,2660,USD,91.197917,7.71,93.330194,7.31
US900123DG28,19.01.2033,3233,USD,111.149292,7.83,113.194458,7.54
US900123DD96,20.09.2033,3477,USD,95.026667,7.72,97.165889,7.40
US900123AT75,14.02.2034,3624,USD,103.049667,7.65,105.288556,7.35
US900123DK30,15.05.2034,3714,USD,99.372236,7.81,101.148958,7.56
US900123AY60,17.03.2036,4386,USD,95.722208,7.87,0.000000,0.00
US900123BB58,05.03.2038,5104,USD,94.481250,7.93,96.961806,7.64
US900123BG46,30.05.2040,5921,USD,89.417000,8.16,91.892000,7.87
US900123BJ84,14.01.2041,6150,USD,81.467000,8.15,83.724667,7.88
US900123CB40,16.04.2043,6972,USD,70.471167,8.16,72.591333,7.89
US900123CG37,17.02.2045,7645,USD,84.504875,8.24,86.728486,8.00
US900123CM05,11.05.2047,8458,USD,76.264583,8.26,78.436472,8.00
XS1843443356,31.03.2025,382,EUR,104.277178,4.75,106.210724,2.88
XS1629918415,14.06.2025,457,EUR,100.700060,4.70,102.618579,3.12
XS1909184753,16.02.2026,704,EUR,101.358607,4.65,103.382437,3.58
XS2361850527,08.07.2027,1211,EUR,101.755388,4.78,103.853202,4.10
