Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CV04,10.08.2024,106,USD,100.768556,8.27,102.556111,2.17
US900123CW86,14.11.2024,202,USD,101.765000,7.02,103.632222,3.61
US900123AW05,05.02.2025,285,USD,102.165375,6.67,104.031319,4.28
US900123CX69,13.03.2025,321,USD,98.417639,6.73,100.255861,4.60
US900123CZ18,14.10.2025,536,USD,99.861500,6.63,101.762333,5.30
US900123DB31,26.01.2026,640,USD,98.057500,6.67,100.080278,5.45
US900123CJ75,14.04.2026,718,USD,95.617667,6.74,97.644889,5.64
US900123CK49,09.10.2026,896,USD,96.063208,6.75,98.102375,5.85
US900123CL22,25.03.2027,1063,USD,97.842667,7.03,99.897333,6.26
USM88269US88,24.09.2027,1246,USD,105.150444,7.13,107.169000,6.50
US900123DF45,15.01.2028,1359,USD,111.271486,7.22,113.426208,6.62
US900123CP36,17.02.2028,1392,USD,94.246292,7.17,96.300236,6.55
US900123CQ19,24.10.2028,1642,USD,95.963028,7.20,98.098083,6.65
US900123DH01,14.03.2029,1783,USD,108.167750,7.61,110.311917,7.12
US900123CT57,26.04.2029,1826,USD,0.000000,0.00,0.000000,0.00
US900123AL40,15.01.2030,2090,USD,125.495597,7.09,128.017542,6.63
US900123CY43,13.03.2030,2147,USD,88.838083,7.78,91.024417,7.30
US900123DJ66,13.07.2030,2269,USD,108.721764,7.86,110.813153,7.47
US900123DA57,15.01.2031,2455,USD,91.703306,7.89,93.779417,7.48
US900123DC14,26.06.2031,2617,USD,91.106333,7.88,93.176611,7.49
US900123DG28,19.01.2033,3190,USD,111.155042,7.98,113.264208,7.68
US900123DD96,20.09.2033,3434,USD,91.503000,7.90,93.662222,7.56
US900123AT75,14.02.2034,3581,USD,102.754000,7.83,105.012889,7.51
US900123DK30,15.05.2034,3671,USD,98.681819,8.04,100.694542,7.75
US900123AY60,17.03.2036,4343,USD,91.553792,8.09,93.897181,7.78
US900123BB58,05.03.2038,5061,USD,93.980083,8.10,96.367639,7.81
US900123BG46,30.05.2040,5878,USD,89.120500,8.30,91.527500,8.01
US900123BJ84,14.01.2041,6107,USD,80.580000,8.37,82.866667,8.08
US900123CB40,16.04.2043,6929,USD,67.056417,8.39,69.238583,8.10
US900123CG37,17.02.2045,7602,USD,83.307792,8.47,85.496403,8.23
US900123CM05,11.05.2047,8415,USD,75.031417,8.50,77.220306,8.24
XS1843443356,31.03.2025,339,EUR,100.420452,4.51,102.379137,2.39
XS1629918415,14.06.2025,414,EUR,101.330891,4.62,103.351410,2.79
XS1909184753,16.02.2026,661,EUR,101.745536,4.75,103.820366,3.57
XS2361850527,08.07.2027,1168,EUR,102.422391,4.74,104.538205,4.03
XS2790222116,21.05.2030,2216,EUR,100.362452,5.91,101.013836,5.79
