Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1892,USD,0.000000,0.00,0.000000,0.00
US900123CF53,22.03.2024,1982,USD,92.601278,7.53,94.765167,7.04
US900123AW05,05.02.2025,2302,USD,100.032486,7.67,102.339431,7.22
US900123CJ75,14.04.2026,2735,USD,81.609222,7.51,83.756444,7.10
US900123CK49,09.10.2026,2913,USD,83.458875,7.71,85.613042,7.32
US900123CL22,25.03.2027,3080,USD,89.407333,7.80,91.574000,7.44
US900123CP36,17.02.2028,3409,USD,84.477403,7.61,86.634347,7.26
US900123CQ19,24.10.2028,3659,USD,91.446417,7.80,93.614472,7.48
US900123AL40,15.01.2030,4107,USD,130.792708,8.07,134.024653,7.72
US900123AT75,14.02.2034,5598,USD,100.387222,8.12,102.951111,7.83
US900123AY60,17.03.2036,6360,USD,89.034014,8.13,91.585403,7.84
US900123BB58,05.03.2038,7078,USD,92.919972,8.07,95.475528,7.80
US900123BG46,30.05.2040,7895,USD,89.212500,8.07,91.762500,7.80
US900123BJ84,14.01.2041,8124,USD,81.214667,7.97,83.631333,7.70
US900123CB40,16.04.2043,8946,USD,71.084083,7.47,73.488250,7.20
US900123CG37,17.02.2045,9619,USD,85.634569,8.05,88.058181,7.81
US900123CM05,11.05.2047,10432,USD,78.711639,7.85,81.125528,7.60
XS1629918415,14.06.2025,2431,EUR,91.000918,5.08,93.386534,4.63
