Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CF53,22.03.2024,51,USD,101.282444,10.89,103.069389,0.00
US900123CV04,10.08.2024,192,USD,102.533611,7.26,104.403889,3.67
US900123CW86,14.11.2024,288,USD,100.177222,6.92,102.058333,4.48
US900123AW05,05.02.2025,371,USD,104.075069,6.86,105.996042,4.94
US900123CX69,13.03.2025,407,USD,98.627361,7.07,100.580972,5.24
US900123CZ18,14.10.2025,622,USD,100.887083,6.99,102.842500,5.79
US900123DB31,26.01.2026,726,USD,96.002778,6.97,97.974167,5.89
US900123CJ75,14.04.2026,804,USD,95.744389,6.98,97.733000,5.99
US900123CK49,09.10.2026,982,USD,96.296125,7.03,98.293208,6.20
US900123CL22,25.03.2027,1149,USD,98.781333,7.18,100.779667,6.47
USM88269US88,24.09.2027,1332,USD,107.190000,7.27,109.197778,6.67
US900123DF45,15.01.2028,1445,USD,108.636458,7.44,110.611319,6.90
US900123CP36,17.02.2028,1478,USD,94.818486,7.30,96.831958,6.71
US900123CQ19,24.10.2028,1728,USD,96.921333,7.32,98.955361,6.80
US900123DH01,14.03.2029,1869,USD,110.426667,7.72,112.413750,7.28
US900123CT57,26.04.2029,1912,USD,101.958972,7.63,103.996333,7.16
US900123AL40,15.01.2030,2176,USD,121.669792,7.41,123.995764,6.99
US900123CY43,13.03.2030,2233,USD,89.950917,7.76,92.095083,7.29
US900123DJ66,13.07.2030,2355,USD,106.315903,7.94,108.331597,7.56
US900123DA57,15.01.2031,2541,USD,90.240917,7.84,92.273972,7.45
US900123DC14,26.06.2031,2703,USD,89.549861,7.86,91.572500,7.48
US900123DG28,19.01.2033,3276,USD,108.181458,8.12,110.218542,7.82
US900123DD96,20.09.2033,3520,USD,92.902222,7.92,95.093333,7.58
US900123AT75,14.02.2034,3667,USD,104.048889,7.95,106.283333,7.63
US900123AY60,17.03.2036,4429,USD,92.857931,8.14,95.031125,7.85
US900123BB58,05.03.2038,5147,USD,95.320139,8.17,97.700417,7.87
US900123BG46,30.05.2040,5964,USD,87.115000,8.33,89.537500,8.04
US900123BJ84,14.01.2041,6193,USD,79.211667,8.34,81.530000,8.05
US900123CB40,16.04.2043,7015,USD,68.226333,8.38,70.353417,8.09
US900123CG37,17.02.2045,7688,USD,84.949653,8.48,87.061458,8.23
US900123CM05,11.05.2047,8501,USD,73.551806,8.50,75.683750,8.24
XS1843443356,31.03.2025,425,EUR,103.559803,4.89,105.400077,3.27
XS1629918415,14.06.2025,500,EUR,100.019230,4.81,101.886989,3.38
XS1909184753,16.02.2026,747,EUR,105.354055,5.00,107.282548,4.01
XS2361850527,08.07.2027,1254,EUR,100.174385,5.11,102.178292,4.47
