Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1503,USD,109.602167,5.38,111.362583,4.93
US900123CF53,22.03.2024,1593,USD,101.580639,5.54,103.453556,5.07
US900123CV04,10.08.2024,1734,USD,105.266306,5.59,107.144222,5.15
US900123AW05,05.02.2025,1913,USD,109.338667,5.72,111.225125,5.33
US900123CJ75,14.04.2026,2346,USD,91.652750,5.89,93.513167,5.53
US900123CK49,09.10.2026,2524,USD,94.172333,5.99,96.037958,5.66
US900123CL22,25.03.2027,2691,USD,100.237667,6.09,102.112667,5.78
US900123CP36,17.02.2028,3020,USD,94.701833,6.14,96.569542,5.84
US900123CQ19,24.10.2028,3270,USD,99.386236,6.26,101.262278,5.99
US900123CT57,26.04.2029,3454,USD,108.417708,6.47,110.506250,6.19
US900123AL40,15.01.2030,3718,USD,142.560389,6.59,145.309347,6.30
US900123AT75,14.02.2034,5209,USD,112.354333,6.84,114.821000,6.60
US900123AY60,17.03.2036,5971,USD,100.691250,6.91,103.148542,6.66
US900123BB58,05.03.2038,6689,USD,104.441167,6.95,106.901583,6.72
US900123BG46,30.05.2040,7506,USD,100.635750,6.97,103.092000,6.75
US900123BJ84,14.01.2041,7735,USD,91.985000,6.90,94.435000,6.67
US900123CB40,16.04.2043,8557,USD,80.156542,6.58,82.347167,6.37
US900123CG37,17.02.2045,9230,USD,96.841833,7.02,99.047042,6.84
US900123CM05,11.05.2047,10043,USD,0.000000,0.00,0.000000,0.00
XS1843443356,31.03.2025,1967,EUR,107.193238,3.71,109.418511,3.27
XS1629918415,14.06.2025,2042,EUR,98.981967,3.72,101.199727,3.28
XS1909184753,16.02.2026,2289,EUR,109.968082,4.06,112.196575,3.68
