KÃ½ymet AdÃ½,Vade,Vadeye Kalan GÃ¼n,DÃ¶viz,AlÃ½Ã¾ FiyatÃ½,AlÃ½Ã¾ OranÃ½,SatÃ½Ã¾ FiyatÃ½,SatÃ½Ã¾ OranÃ½
US900123CR91,23.12.2023,1031,USD,110.163611,3.89,111.899444,3.29
US900123CF53,22.03.2024,1121,USD,107.36675,4.03,109.092583,3.47
US900123CV04,10.08.2024,1262,USD,107.142583,4.19,108.863417,3.7
US900123CW86,14.11.2024,1358,USD,106.206111,4.24,107.909444,3.78
US900123AW05,05.02.2025,1441,USD,111.282722,4.34,113.025639,3.91
US900123CX69,13.03.2025,1477,USD,101.7255,4.3,103.441333,3.86
US900123CZ18,14.10.2025,1692,USD,109.869792,4.55,111.756042,4.13
US900123DB31,26.01.2026,1796,USD,101.120639,4.58,102.769806,4.22
US900123CJ75,14.04.2026,1874,USD,99.793528,4.64,101.654361,4.24
US900123CK49,09.10.2026,2052,USD,102.191667,4.8,104.092917,4.43
US900123CL22,25.03.2027,2219,USD,107.655,5.01,109.6,4.66
US900123CP36,17.02.2028,2548,USD,99.810889,5.18,101.706306,4.87
US900123CQ19,24.10.2028,2798,USD,106.950681,5.34,108.892764,5.05
US900123CT57,26.04.2029,2982,USD,115.956486,5.55,118.073569,5.27
US900123AL40,15.01.2030,3246,USD,144.529444,5.63,146.887361,5.38
US900123CY43,13.03.2030,3303,USD,99.6685,5.63,101.746,5.35
US900123DA57,15.01.2031,3611,USD,101.942806,5.87,103.766972,5.64
US900123AT75,14.02.2034,4737,USD,115.588444,6.26,117.781778,6.04
US900123AY60,17.03.2036,5499,USD,107.196361,6.44,109.330944,6.23
US900123BB58,05.03.2038,6217,USD,110.802611,6.53,112.893444,6.34
US900123BG46,30.05.2040,7034,USD,102.44175,6.67,104.73425,6.47
US900123BJ84,14.01.2041,7263,USD,93.537333,6.65,95.672333,6.46
US900123CB40,16.04.2043,8085,USD,82.998875,6.48,85.055125,6.29
US900123CG37,17.02.2045,8758,USD,97.540222,6.85,99.665639,6.67
US900123CM05,11.05.2047,9571,USD,89.798111,6.72,91.898944,6.54
XS1843443356,31.03.2025,1495,EUR,109.828178,3.14,111.748863,2.66
XS1629918415,14.06.2025,1570,EUR,102.652452,3.15,104.588068,2.68
XS1909184753,16.02.2026,1817,EUR,108.017219,3.45,109.884205,3.06
