Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1591,USD,103.775222,6.52,105.355778,6.12
US900123CF53,22.03.2024,1681,USD,99.439028,6.47,101.002917,6.09
US900123CV04,10.08.2024,1822,USD,99.770361,6.55,101.440917,6.17
US900123AW05,05.02.2025,2001,USD,103.345861,6.68,105.027806,6.33
US900123CJ75,14.04.2026,2434,USD,88.984472,6.59,90.631694,6.27
US900123CK49,09.10.2026,2612,USD,91.355250,6.72,93.009417,6.42
US900123CL22,25.03.2027,2779,USD,97.260333,6.87,98.927000,6.59
US900123CP36,17.02.2028,3108,USD,91.439028,6.87,0.000000,0.00
US900123CQ19,24.10.2028,3358,USD,96.618542,6.91,98.286597,6.66
US900123CT57,26.04.2029,3542,USD,106.271736,7.35,108.256458,7.08
US900123AL40,15.01.2030,3806,USD,133.397583,7.36,135.979528,7.08
US900123AT75,14.02.2034,5297,USD,104.356222,7.50,107.145111,7.21
US900123AY60,17.03.2036,6059,USD,97.724389,7.41,100.000778,7.18
US900123BB58,05.03.2038,6777,USD,102.513222,7.32,104.793778,7.10
US900123BG46,30.05.2040,7594,USD,94.493250,7.41,96.768250,7.19
US900123BJ84,14.01.2041,7823,USD,85.111667,7.45,87.253333,7.23
US900123CB40,16.04.2043,8645,USD,78.130458,6.90,80.134625,6.70
US900123CG37,17.02.2045,9318,USD,93.993694,7.44,0.000000,0.00
US900123CM05,11.05.2047,10131,USD,84.037389,7.21,86.051278,7.03
XS1843443356,31.03.2025,2055,EUR,102.166216,4.53,104.216762,4.13
XS1629918415,14.06.2025,2130,EUR,94.129546,4.53,96.165066,4.12
XS1909184753,16.02.2026,2377,EUR,103.616384,5.00,105.773370,4.62
