Kıymet Adı,Vade,Vadeye Kalan Gün,Döviz,Alış Fiyatı,Alış Oranı,Satış Fiyatı,Satış Oranı
US900123CX69,13.03.2025,20,USD,101.094278,16.68,103.039500,0.00
US900123CZ18,14.10.2025,235,USD,102.442958,6.05,104.277792,3.23
US900123DB31,26.01.2026,339,USD,99.269861,5.93,100.807639,4.27
US900123CJ75,14.04.2026,417,USD,98.919306,6.62,101.241528,4.52
US900123CK49,09.10.2026,595,USD,100.023500,6.02,101.905667,4.83
US900123CL22,25.03.2027,762,USD,102.178333,6.13,104.134000,5.16
USM88269US88,24.09.2027,945,USD,109.605667,6.02,111.429222,5.31
US900123DF45,15.01.2028,1058,USD,110.630500,6.19,112.433222,5.57
US900123CP36,17.02.2028,1091,USD,97.006944,6.26,98.590889,5.69
US900123CQ19,24.10.2028,1341,USD,101.254625,6.35,102.921681,5.86
US900123DH01,14.03.2029,1482,USD,113.746542,6.62,115.541708,6.17
US900123CT57,26.04.2029,1525,USD,105.660764,6.72,107.748486,6.18
US900123AL40,15.01.2030,1789,USD,124.488500,6.27,126.479444,5.88
US900123CY43,13.03.2030,1846,USD,95.285167,6.92,97.149500,6.48
US900123DJ66,13.07.2030,1968,USD,111.254194,6.81,112.944583,6.47
US900123DA57,15.01.2031,2154,USD,95.242000,7.07,97.444111,6.62
US900123DC14,26.06.2031,2316,USD,94.821569,7.08,96.680847,6.71
US900123DP27,12.02.2032,2547,USD,99.166125,7.31,100.713292,7.04
US900123DL13,17.07.2032,2703,USD,99.546917,7.32,101.237083,7.04
US900123DG28,19.01.2033,2889,USD,113.277333,7.28,115.061500,7.01
US900123DD96,20.09.2033,3133,USD,96.951389,7.42,99.479611,7.02
US900123AT75,14.02.2034,3280,USD,106.115556,7.09,107.879444,6.85
US900123DK30,15.05.2034,3370,USD,103.796333,7.36,105.508056,7.11
US900123DN78,03.01.2035,3603,USD,94.408667,7.43,96.088889,7.19
US900123AY60,17.03.2036,4042,USD,98.766972,7.43,100.551361,7.20
US900123BB58,05.03.2038,4760,USD,104.346056,7.13,106.287611,6.91
US900123BG46,30.05.2040,5577,USD,92.885750,7.72,95.269750,7.45
US900123BJ84,14.01.2041,5806,USD,83.409667,7.92,85.223333,7.70
US900123CB40,16.04.2043,6628,USD,72.045708,8.00,73.679875,7.79
US900123CG37,17.02.2045,7301,USD,85.518611,8.11,87.164222,7.93
US900123CM05,11.05.2047,8114,USD,77.517222,8.10,79.104111,7.92
XS1843443356,31.03.2025,38,EUR,103.593493,9.56,105.117178,0.00
XS1629918415,14.06.2025,113,EUR,101.543836,5.43,103.108452,0.46
XS1909184753,16.02.2026,360,EUR,101.467233,3.73,103.260219,1.93
XS2361850527,08.07.2027,867,EUR,104.010877,3.79,105.803822,3.02
XS2790222116,21.05.2030,1915,EUR,109.631315,4.94,111.385699,4.57
